"welldpth","latitude","longitude","u_ppb","state"
NA,33.5378,-104.9286,0.78,"NM"
NA,33.5681,-104.9256,4.54,"NM"
NA,33.5981,-104.9125,2.48,"NM"
NA,33.59,-104.8814,1.62,"NM"
NA,33.7331,-104.9208,1.68,"NM"
NA,33.7208,-104.88,1.64,"NM"
NA,33.7217,-104.7719,2.8,"NM"
NA,33.6794,-104.8228,0.52,"NM"
NA,33.6519,-104.8067,0.5,"NM"
NA,33.6672,-104.7747,NA,"NM"
NA,33.6928,-104.7686,11.04,"NM"
NA,33.1481,-104.5658,1.5,"NM"
NA,33.1236,-104.5678,1.6,"NM"
NA,33.8889,-104.5872,NA,"NM"
NA,33.8989,-104.5719,53.68,"NM"
NA,33.8953,-104.5136,2.88,"NM"
NA,33.9186,-104.5722,0.5,"NM"
NA,33.9225,-104.6019,NA,"NM"
NA,33.9428,-104.6161,0.8,"NM"
NA,33.9925,-104.5936,NA,"NM"
735,33.6567,-104.9158,NA,"NM"
NA,33.9531,-104.5408,0.5,"NM"
NA,33.9478,-104.5239,NA,"NM"
NA,33.9317,-104.3372,0.82,"NM"
NA,33.9156,-104.3058,0.52,"NM"
NA,33.8989,-104.2783,NA,"NM"
NA,33.8642,-104.2842,3.82,"NM"
450,33.8653,-104.3494,0.64,"NM"
450,33.835,-104.3489,0.82,"NM"
425,33.7981,-104.3353,5.28,"NM"
NA,33.7647,-104.3431,3.04,"NM"
NA,33.7589,-104.3278,NA,"NM"
NA,33.6544,-104.3367,NA,"NM"
NA,33.9469,-104.4122,NA,"NM"
NA,33.9136,-104.4569,NA,"NM"
NA,33.9319,-104.4006,1.18,"NM"
NA,33.945,-104.3553,NA,"NM"
NA,33.9561,-104.3733,NA,"NM"
NA,33.7058,-104.1511,NA,"NM"
NA,33.7194,-104.1717,NA,"NM"
NA,33.7439,-104.1714,21.58,"NM"
NA,33.7669,-104.1283,20.94,"NM"
NA,33.7783,-104.1456,15.38,"NM"
NA,33.7939,-104.1361,NA,"NM"
NA,33.9603,-104.585,0.5,"NM"
NA,33.985,-104.4914,NA,"NM"
NA,33.9706,-104.4394,NA,"NM"
NA,33.7261,-104.4089,48.48,"NM"
NA,33.6858,-104.3625,5.28,"NM"
NA,33.6314,-104.2208,NA,"NM"
NA,33.6625,-104.2081,NA,"NM"
NA,33.87,-104.4911,NA,"NM"
NA,33.8053,-104.5361,NA,"NM"
NA,33.7756,-104.5358,0.88,"NM"
NA,33.7725,-104.4536,14.36,"NM"
NA,33.7914,-104.4353,NA,"NM"
NA,33.8289,-104.4533,NA,"NM"
NA,33.8294,-104.3961,NA,"NM"
NA,33.7542,-104.3883,9.46,"NM"
NA,33.5739,-104.4814,38.8,"NM"
NA,33.5797,-104.4475,NA,"NM"
NA,33.67,-104.4058,NA,"NM"
NA,33.6261,-104.4725,31.4,"NM"
NA,33.6453,-104.4919,NA,"NM"
NA,33.7008,-104.4289,NA,"NM"
NA,33.7383,-104.3289,NA,"NM"
NA,33.7225,-104.3367,46.04,"NM"
NA,33.3814,-104.6083,0.5,"NM"
NA,33.4219,-104.5956,NA,"NM"
NA,33.4511,-104.5617,NA,"NM"
NA,33.4831,-104.5036,NA,"NM"
NA,33.4792,-104.4444,NA,"NM"
81,33.3611,-104.4597,3.48,"NM"
NA,33.3358,-104.4436,1.84,"NM"
NA,33.3392,-104.3975,0.5,"NM"
NA,33.3653,-104.4939,NA,"NM"
NA,33.2547,-104.4922,NA,"NM"
NA,33.3414,-104.3031,15.8,"NM"
NA,33.3578,-104.2842,16.64,"NM"
150,33.3242,-104.2275,3.72,"NM"
100,33.4058,-104.1206,22.48,"NM"
NA,33.4189,-104.1092,18.28,"NM"
NA,33.3078,-104.2011,NA,"NM"
NA,33.3236,-104.2542,NA,"NM"
NA,33.3692,-104.1933,NA,"NM"
NA,33.3539,-104.1675,NA,"NM"
NA,33.3483,-104.1328,14,"NM"
NA,33.2819,-104.4753,NA,"NM"
NA,33.5192,-104.5514,NA,"NM"
NA,33.5397,-104.5475,1.1,"NM"
NA,33.6231,-104.5442,NA,"NM"
NA,33.6072,-104.5278,11.96,"NM"
NA,33.5758,-104.5183,NA,"NM"
NA,33.2861,-104.9769,11,"NM"
NA,33.3231,-104.9819,0.94,"NM"
NA,33.3622,-104.9406,1.1,"NM"
NA,33.4839,-104.6433,NA,"NM"
NA,33.7633,-104.2994,NA,"NM"
NA,33.7175,-104.2472,14.88,"NM"
NA,33.8331,-104.2842,NA,"NM"
NA,33.6647,-104.3614,10.92,"NM"
NA,33.4633,-104.9314,1.86,"NM"
NA,33.365,-104.5578,3.12,"NM"
NA,33.3428,-104.5489,NA,"NM"
NA,33.0914,-104.6344,2.44,"NM"
NA,33.0628,-104.6525,1,"NM"
NA,33.005,-104.6486,NA,"NM"
NA,33.0008,-104.7419,1.92,"NM"
NA,33.0506,-104.71,2.58,"NM"
NA,33.3403,-104.7792,1.72,"NM"
NA,33.4247,-104.9,2.2,"NM"
NA,33.3783,-104.9492,1.92,"NM"
NA,33.4186,-104.9914,2.56,"NM"
NA,33.4861,-104.8903,2.04,"NM"
NA,33.4967,-104.9356,1.48,"NM"
NA,33.4572,-104.9778,1.96,"NM"
NA,33.4836,-104.9889,1.9,"NM"
NA,33.3833,-104.8958,1.94,"NM"
NA,33.3289,-104.515,2.32,"NM"
NA,33.2222,-104.5917,NA,"NM"
NA,33.5497,-104.5108,5.68,"NM"
NA,33.8886,-104.0114,2.76,"NM"
NA,33.1333,-104.2994,NA,"NM"
NA,33.3342,-104.3675,1.44,"NM"
NA,33.5258,-104.6081,15.96,"NM"
NA,33.5622,-104.5339,2.02,"NM"
NA,33.2928,-104.3656,NA,"NM"
NA,33.4842,-104.0322,NA,"NM"
NA,33.4742,-104.0178,3.86,"NM"
NA,33.4619,-104.0267,NA,"NM"
NA,33.4383,-104.0636,31.56,"NM"
NA,33.4825,-104.0675,3.1,"NM"
NA,33.4731,-104.1106,4.84,"NM"
NA,33.9369,-104.0669,6.82,"NM"
NA,33.7419,-104.0072,17.6,"NM"
NA,33.7128,-104.0378,13.52,"NM"
NA,33.7433,-104.0836,8.24,"NM"
NA,33.8044,-104.17,33.34,"NM"
NA,33.7883,-104.2253,63.48,"NM"
NA,33.8153,-104.2064,10.72,"NM"
NA,33.8244,-104.1992,9.56,"NM"
NA,33.8678,-104.2339,NA,"NM"
NA,33.9733,-104.1944,84.84,"NM"
NA,33.9631,-104.1444,NA,"NM"
NA,33.9242,-104.1822,NA,"NM"
NA,33.3239,-104.6828,2.32,"NM"
NA,33.3481,-104.7181,2.08,"NM"
NA,33.2797,-104.9311,0.5,"NM"
NA,33.2583,-104.9903,1.54,"NM"
NA,33.7397,-104.3097,7.26,"NM"
NA,33.5736,-104.3319,11.32,"NM"
NA,33.5739,-104.3164,3.94,"NM"
NA,33.5453,-104.3481,NA,"NM"
NA,33.5097,-104.3297,30.04,"NM"
NA,33.53,-104.2853,NA,"NM"
NA,33.5522,-104.2503,7.54,"NM"
NA,33.5181,-104.205,NA,"NM"
NA,33.5525,-104.1308,36,"NM"
NA,33.6219,-104.1997,NA,"NM"
NA,33.6119,-104.2658,NA,"NM"
NA,33.5411,-104.6822,NA,"NM"
NA,33.6178,-104.815,2.08,"NM"
NA,33.5994,-104.3283,0.5,"NM"
NA,33.5119,-104.63,0.5,"NM"
NA,33.5183,-104.6369,0.5,"NM"
700,33.0244,-104.8736,1.06,"NM"
NA,33.0356,-104.935,NA,"NM"
NA,33.0106,-104.91,NA,"NM"
NA,33.0208,-104.9531,NA,"NM"
NA,33.0417,-104.9858,NA,"NM"
NA,33.0675,-104.9822,NA,"NM"
NA,33.0906,-104.9847,0.5,"NM"
NA,33.0858,-104.9144,0.5,"NM"
NA,33.1033,-104.8794,0.5,"NM"
NA,33.1319,-104.92,1.18,"NM"
NA,33.1278,-104.9772,0.5,"NM"
NA,33.145,-104.9669,NA,"NM"
NA,33.3922,-104.7236,1.08,"NM"
NA,33.3639,-104.7631,2.64,"NM"
NA,33.3714,-104.7325,2,"NM"
NA,33.3042,-104.9189,NA,"NM"
NA,33.7447,-104.6461,3.74,"NM"
NA,33.7308,-104.6811,NA,"NM"
NA,33.0683,-104.8669,11.4,"NM"
NA,33.4542,-104.3103,7.62,"NM"
NA,33.4586,-104.2825,2.38,"NM"
NA,33.4956,-104.2594,6.02,"NM"
NA,33.6547,-104.1197,0.5,"NM"
NA,33.0514,-104.8444,NA,"NM"
NA,33.0647,-104.8061,NA,"NM"
NA,33.0911,-104.8294,0.5,"NM"
NA,33.1558,-104.9094,NA,"NM"
NA,33.19,-104.8914,NA,"NM"
NA,33.1981,-104.9406,2.16,"NM"
NA,33.2139,-104.9181,0.5,"NM"
NA,33.2281,-104.955,0.5,"NM"
NA,33.2408,-104.9903,1.76,"NM"
NA,33.2492,-104.9442,0.5,"NM"
NA,33.2339,-104.9108,NA,"NM"
NA,33.2103,-104.8353,1.66,"NM"
NA,33.1083,-104.0911,NA,"NM"
NA,33.1178,-104.0625,NA,"NM"
NA,33.3672,-104.0239,NA,"NM"
NA,33.3142,-104.0697,NA,"NM"
NA,33.3486,-104.0983,0.5,"NM"
NA,33.2789,-104.0375,0.68,"NM"
NA,33.3453,-104.5047,2.18,"NM"
NA,33.975,-104.6364,NA,"NM"
NA,33.9478,-104.6597,0.23,"NM"
NA,33.9853,-104.6558,1.22,"NM"
NA,33.9789,-104.6725,NA,"NM"
165,33.9111,-104.6647,7.82,"NM"
NA,33.9519,-104.7278,NA,"NM"
NA,33.3958,-104.8236,NA,"NM"
NA,33.4889,-104.7764,1.82,"NM"
NA,33.4778,-104.8361,NA,"NM"
NA,33.35,-104.8528,0.92,"NM"
NA,33.325,-104.8208,4.18,"NM"
NA,33.3653,-104.8472,2.44,"NM"
NA,33.3514,-104.8111,4,"NM"
NA,33.45,-104.775,1.68,"NM"
NA,33.4292,-104.7833,NA,"NM"
NA,33.2956,-104.5689,NA,"NM"
NA,33.2794,-104.6117,NA,"NM"
NA,33.2844,-104.6756,0.5,"NM"
NA,33.2628,-104.7117,1.72,"NM"
NA,33.2628,-104.6514,1.8,"NM"
NA,33.2153,-104.6367,0.5,"NM"
NA,33.1164,-104.6736,133,"NM"
NA,33.0725,-104.6947,NA,"NM"
NA,33.9803,-104.7092,2.52,"NM"
NA,33.9419,-104.7872,3.18,"NM"
NA,33.8975,-104.8083,5,"NM"
NA,33.8797,-104.8697,4.1,"NM"
NA,33.9053,-104.8872,4.04,"NM"
NA,33.9133,-104.925,2.5,"NM"
NA,33.9106,-104.9928,6.24,"NM"
NA,33.9586,-104.9069,NA,"NM"
NA,33.7917,-104.7378,NA,"NM"
350,33.4506,-104.5047,1.78,"NM"
NA,33.4456,-104.5492,NA,"NM"
340,33.4544,-104.6181,NA,"NM"
NA,33.4861,-104.6208,0.5,"NM"
NA,33.4892,-104.5906,NA,"NM"
170,33.4247,-104.5536,NA,"NM"
NA,33.4669,-104.4789,3.3,"NM"
45,33.4581,-104.4031,1.08,"NM"
500,33.4519,-104.4253,5.6,"NM"
NA,33.44,-104.4444,3.6,"NM"
NA,33.4306,-104.4783,NA,"NM"
NA,33.4242,-104.4433,NA,"NM"
NA,33.3956,-104.4664,3.88,"NM"
400,33.3706,-104.4731,NA,"NM"
NA,33.3983,-104.4147,5.5,"NM"
NA,33.4283,-104.39,0.5,"NM"
NA,33.19,-104.3656,15.76,"NM"
NA,33.1036,-104.2492,NA,"NM"
NA,33.1192,-104.225,517,"NM"
NA,33.0311,-104.17,23.3,"NM"
NA,33.0314,-104.1314,8.34,"NM"
NA,33.0061,-104.1367,23.2,"NM"
NA,33.0967,-104.3,27.18,"NM"
NA,33.1169,-104.3703,3.34,"NM"
55,33.0736,-104.2831,32.72,"NM"
NA,33.0467,-104.2667,4.12,"NM"
NA,33.0456,-104.2189,8.21,"NM"
NA,33.0014,-104.2303,4.01,"NM"
NA,33.0708,-104.1697,99.9,"NM"
NA,33.2494,-104.4347,2.06,"NM"
NA,33.2347,-104.4222,13.82,"NM"
NA,33.2114,-104.4208,0.74,"NM"
NA,33.1822,-104.4217,1.48,"NM"
950,33.1644,-104.3872,0.8,"NM"
NA,33.1467,-104.4208,2.7,"NM"
NA,33.1681,-104.4389,16.58,"NM"
NA,33.1486,-104.4758,NA,"NM"
NA,33.1953,-104.4836,2.18,"NM"
NA,33.2119,-104.4883,2.12,"NM"
NA,33.2244,-104.4722,2.26,"NM"
NA,33.2006,-104.3881,5,"NM"
NA,33.2336,-104.3794,10.1,"NM"
NA,33.1136,-104.4008,NA,"NM"
NA,33.0994,-104.4308,6.32,"NM"
NA,33.1392,-104.3453,15,"NM"
180,33.0531,-104.3142,NA,"NM"
90,33.0475,-104.2881,0.5,"NM"
NA,33.0469,-104.3639,9.36,"NM"
100,33.0636,-104.3689,NA,"NM"
NA,33.0947,-104.4025,NA,"NM"
NA,33.0225,-104.3844,0.68,"NM"
NA,33.0083,-104.3944,0.7,"NM"
NA,33.0561,-104.4933,NA,"NM"
NA,33.0736,-104.4647,NA,"NM"
NA,33.1169,-104.4639,1.14,"NM"
NA,33.0544,-104.4444,2.78,"NM"
NA,33.0039,-104.4908,NA,"NM"
NA,33.2561,-104.4133,NA,"NM"
NA,33.255,-104.3797,10.3,"NM"
NA,33.2856,-104.3944,2.4,"NM"
NA,33.2953,-104.4067,NA,"NM"
160,33.2781,-104.4044,2.68,"NM"
NA,33.2844,-104.4569,2.12,"NM"
NA,33.3244,-104.4958,NA,"NM"
150,33.3136,-104.4317,0.8,"NM"
40,33.4,-104.2983,NA,"NM"
NA,33.3869,-104.235,NA,"NM"
NA,33.4969,-104.1983,18.72,"NM"
NA,33.4447,-104.1842,NA,"NM"
NA,33.3117,-104.3225,1.4,"NM"
NA,33.2014,-104.1325,NA,"NM"
NA,33.1864,-104.1989,NA,"NM"
NA,33.1617,-104.1961,NA,"NM"
650,33.2314,-104.3322,2.82,"NM"
NA,33.2408,-104.2583,NA,"NM"
NA,33.2133,-104.2575,8.96,"NM"
NA,33.2556,-104.3417,3.08,"NM"
NA,33.2444,-104.2933,7.8,"NM"
NA,33.1464,-104.3608,NA,"NM"
NA,33.8281,-104.6119,0.5,"NM"
360,33.8392,-104.5481,NA,"NM"
NA,33.8625,-104.5358,NA,"NM"
NA,33.5478,-104.0328,8,"NM"
NA,33.5811,-104.0581,22.52,"NM"
NA,33.59,-104.1028,NA,"NM"
NA,33.6408,-104.0153,NA,"NM"
NA,33.3528,-104.0525,3.64,"NM"
NA,33.2997,-104.0211,NA,"NM"
NA,33.3086,-104.0192,2.92,"NM"
750,33.0139,-104.8692,1.26,"NM"
NA,33.4231,-104.3583,1.8,"NM"
NA,33.475,-104.3497,NA,"NM"
NA,33.6758,-104.0831,NA,"NM"
NA,33.3086,-104.1236,NA,"NM"
NA,33.2708,-104.0394,43.48,"NM"
NA,33.2419,-104.0086,NA,"NM"
NA,33.2181,-104.0833,9.76,"NM"
NA,33.2297,-104.1028,1.48,"NM"
NA,33.2489,-104.0467,NA,"NM"
NA,33.3339,-104.0611,47.76,"NM"
NA,33.2481,-104.8064,1.88,"NM"
NA,33.2483,-104.8469,2.48,"NM"
NA,33.2211,-104.7756,1.48,"NM"
NA,33.1619,-104.7569,1.28,"NM"
NA,33.1506,-104.7756,NA,"NM"
NA,33.2161,-104.0567,3.5,"NM"
NA,33.1814,-104.0186,NA,"NM"
NA,33.1347,-104.0075,NA,"NM"
NA,33.1531,-104.0917,NA,"NM"
NA,33.7181,-104.5911,NA,"NM"
NA,33.7383,-104.5553,4.72,"NM"
NA,33.7172,-104.5275,NA,"NM"
NA,33.6644,-104.5583,4.9,"NM"
NA,33.6611,-104.5264,10.1,"NM"
NA,33.6675,-104.5367,NA,"NM"
NA,33.6822,-104.5489,NA,"NM"
NA,33.6542,-104.5106,8.72,"NM"
NA,33.65,-104.5183,NA,"NM"
NA,33.6431,-104.5189,NA,"NM"
NA,33.6306,-104.5189,NA,"NM"
NA,33.6322,-104.5439,NA,"NM"
NA,33.6675,-104.575,NA,"NM"
NA,33.6494,-104.5686,NA,"NM"
NA,33.0931,-104.6019,NA,"NM"
NA,33.0656,-104.525,NA,"NM"
NA,33.0511,-104.5761,NA,"NM"
NA,33.0519,-104.6231,4.08,"NM"
NA,33.0264,-104.5781,NA,"NM"
80,33.6711,-105.9042,8.88,"NM"
NA,33.6689,-105.9203,8.04,"NM"
NA,33.7169,-105.9553,3.74,"NM"
NA,33.6631,-105.9,16.68,"NM"
NA,33.6344,-105.9083,2.06,"NM"
NA,33.6092,-105.8606,1.88,"NM"
NA,33.6067,-105.82,3.26,"NM"
NA,33.6333,-105.8633,2.56,"NM"
NA,33.5903,-105.7906,5.28,"NM"
NA,33.5794,-105.7772,6.6,"NM"
NA,33.6208,-105.7789,6.8,"NM"
NA,33.6717,-105.8733,5.52,"NM"
NA,33.7106,-105.8683,4.26,"NM"
NA,33.6711,-105.8286,3.86,"NM"
NA,33.6664,-105.8172,5.78,"NM"
NA,33.66,-105.8436,11.46,"NM"
NA,33.6556,-105.8081,4.94,"NM"
105,33.6442,-105.775,4.68,"NM"
NA,33.6342,-105.7633,2,"NM"
NA,33.6431,-105.7617,8.14,"NM"
NA,33.6403,-105.7881,4.44,"NM"
NA,33.6453,-105.8281,2.48,"NM"
NA,33.65,-105.8414,2.38,"NM"
NA,33.6475,-105.9147,2.36,"NM"
NA,33.6328,-105.9231,2.06,"NM"
NA,33.5936,-105.8733,2.02,"NM"
NA,33.6003,-105.8839,0.5,"NM"
NA,33.5622,-105.8708,4.32,"NM"
NA,33.9217,-105.9256,4.58,"NM"
NA,33.8406,-105.9581,13.62,"NM"
NA,33.8261,-105.9886,12.44,"NM"
NA,33.7578,-105.9508,1.9,"NM"
NA,33.8194,-105.9508,12.86,"NM"
110,33.8092,-105.8986,3.82,"NM"
NA,33.8958,-105.8328,13.3,"NM"
NA,33.8819,-105.8181,13.32,"NM"
NA,33.9017,-105.7903,15.58,"NM"
NA,33.9306,-105.7869,9.1,"NM"
280,33.9586,-105.8033,2.28,"NM"
NA,33.6164,-105.7369,5.58,"NM"
NA,33.6408,-105.7367,19.54,"NM"
NA,33.6594,-105.7125,9.86,"NM"
NA,33.6781,-105.6928,4.6,"NM"
NA,33.6322,-105.6975,0.68,"NM"
NA,33.5903,-105.74,4.36,"NM"
NA,33.5664,-105.7122,31.04,"NM"
NA,33.5389,-105.73,3.56,"NM"
230,33.5017,-105.6994,3.64,"NM"
NA,33.5853,-105.6683,13.34,"NM"
NA,33.5425,-105.6453,5.98,"NM"
NA,33.5558,-105.6542,5.38,"NM"
NA,33.5617,-105.6583,4.54,"NM"
NA,33.5814,-105.6378,5.26,"NM"
NA,33.5092,-105.5864,1.48,"NM"
NA,33.5383,-105.5733,1.48,"NM"
NA,33.5364,-105.5292,17.22,"NM"
NA,33.5625,-105.52,5.28,"NM"
NA,33.5592,-105.5708,16.06,"NM"
50,33.5731,-105.5711,46.94,"NM"
100,33.5983,-105.5758,6.08,"NM"
NA,33.6058,-105.5536,20.04,"NM"
NA,33.5992,-105.5214,15.64,"NM"
NA,33.7358,-105.5431,17.48,"NM"
NA,33.7089,-105.5947,0.5,"NM"
NA,33.7239,-105.6092,6.08,"NM"
NA,33.7333,-105.6325,13.58,"NM"
NA,33.7125,-105.6572,0.5,"NM"
NA,33.6825,-105.5825,6.88,"NM"
NA,33.7086,-105.4033,1.48,"NM"
NA,33.6819,-105.3775,2.44,"NM"
NA,33.68,-105.4053,2.04,"NM"
NA,33.6892,-105.3592,2.46,"NM"
NA,33.3564,-105.6831,1.8,"NM"
NA,33.6861,-105.2761,2.06,"NM"
NA,33.6797,-105.3175,1.6,"NM"
NA,33.5364,-105.8553,6.16,"NM"
NA,33.5794,-105.8653,2.44,"NM"
NA,33.5667,-105.9194,6.16,"NM"
NA,33.5619,-105.9358,10.26,"NM"
NA,33.5406,-105.9522,0.5,"NM"
NA,33.5189,-105.97,1.6,"NM"
NA,33.5919,-105.9431,6.18,"NM"
NA,33.5847,-105.9831,4.38,"NM"
NA,33.4756,-105.9433,8.64,"NM"
NA,33.475,-105.9189,12.68,"NM"
NA,33.4633,-105.9031,0.58,"NM"
NA,33.4969,-105.8806,1.98,"NM"
NA,33.5019,-105.9517,2.26,"NM"
NA,33.4858,-105.9608,8.2,"NM"
NA,33.4906,-105.9889,3.88,"NM"
NA,33.4042,-105.9917,3.22,"NM"
NA,33.4244,-105.9569,2.08,"NM"
NA,33.4089,-105.9236,6.2,"NM"
NA,33.3883,-105.9303,7.92,"NM"
NA,33.4031,-105.8967,0.74,"NM"
NA,33.9775,-105.8767,9.14,"NM"
NA,33.9872,-105.7878,9.76,"NM"
NA,33.9675,-105.6272,0.86,"NM"
NA,33.9836,-105.6303,2.18,"NM"
NA,33.9564,-105.7164,13.76,"NM"
NA,33.9694,-105.6981,5.32,"NM"
NA,33.9628,-105.6964,4.62,"NM"
180,33.9381,-105.7403,4.72,"NM"
NA,33.9294,-105.7072,9.26,"NM"
NA,33.7606,-105.6647,1.66,"NM"
NA,33.7769,-105.7261,10.72,"NM"
NA,33.8436,-105.7356,10.34,"NM"
NA,33.8558,-105.7467,9.38,"NM"
NA,33.8414,-105.5944,2.02,"NM"
NA,33.8578,-105.5075,2.04,"NM"
NA,33.7803,-105.5236,16.2,"NM"
NA,33.6244,-105.2978,0.96,"NM"
NA,33.6119,-105.3033,0.5,"NM"
NA,33.5347,-105.4914,2.4,"NM"
NA,33.5594,-105.4833,5.62,"NM"
NA,33.5556,-105.4889,12.56,"NM"
NA,33.5408,-105.36,0.5,"NM"
NA,33.5075,-105.3961,4.86,"NM"
NA,33.5256,-105.4619,5.58,"NM"
NA,33.5919,-105.3847,0.5,"NM"
NA,33.4453,-105.9606,0.5,"NM"
NA,33.3683,-105.9417,5.98,"NM"
NA,33.3758,-105.9072,0.88,"NM"
NA,33.3733,-105.8975,0.5,"NM"
NA,33.3475,-105.9289,0.5,"NM"
NA,33.3431,-105.9475,0.5,"NM"
NA,33.3269,-105.8997,0.5,"NM"
NA,33.4875,-105.69,3.5,"NM"
NA,33.4522,-105.6939,1.92,"NM"
NA,33.4511,-105.6967,0.7,"NM"
NA,33.4642,-105.7372,2.32,"NM"
NA,33.4606,-105.7375,3.18,"NM"
NA,33.4517,-105.7539,0.5,"NM"
NA,33.4572,-105.7578,0.5,"NM"
NA,33.4675,-105.7928,0.5,"NM"
NA,33.4611,-105.8117,0.5,"NM"
NA,33.4367,-105.6964,5.66,"NM"
NA,33.4169,-105.67,0.98,"NM"
42,33.4131,-105.6614,2.44,"NM"
NA,33.4192,-105.6311,5.72,"NM"
NA,33.3989,-105.6953,0.5,"NM"
150,33.4058,-105.6928,0.76,"NM"
NA,33.4214,-105.7308,1.26,"NM"
NA,33.3947,-105.7261,0.5,"NM"
NA,33.3917,-105.7253,0.5,"NM"
NA,33.4044,-105.7181,1,"NM"
100,33.4644,-105.6569,2.9,"NM"
NA,33.4631,-105.6483,5.44,"NM"
NA,33.485,-105.6367,3.96,"NM"
NA,33.3928,-105.6081,0.5,"NM"
30,33.3914,-105.6094,0.86,"NM"
NA,33.7633,-105.5878,4.38,"NM"
NA,33.7914,-105.6028,3.24,"NM"
NA,33.7772,-105.5708,6.44,"NM"
NA,33.7514,-105.5519,14.24,"NM"
NA,33.8289,-105.6475,7.92,"NM"
NA,33.8817,-105.5775,1.96,"NM"
NA,33.8956,-105.595,1.58,"NM"
NA,33.9178,-105.6072,5.46,"NM"
NA,33.9703,-105.5892,4.62,"NM"
NA,33.9744,-105.5647,0.5,"NM"
NA,33.9142,-105.4222,4.68,"NM"
NA,33.9142,-105.3889,2.74,"NM"
130,33.8533,-105.8753,21.28,"NM"
180,33.8531,-105.8886,8.24,"NM"
220,33.8533,-105.8864,7.62,"NM"
510,33.9347,-105.7517,0.5,"NM"
NA,33.9531,-105.3631,6.92,"NM"
NA,33.8939,-105.3592,2.44,"NM"
NA,33.9192,-105.3256,2.2,"NM"
NA,33.9236,-105.3172,7.2,"NM"
NA,33.8422,-105.2628,4.56,"NM"
NA,33.8733,-105.3303,7.16,"NM"
NA,33.8389,-105.3844,4.24,"NM"
600,33.8658,-105.3728,12.76,"NM"
600,33.8647,-105.4272,6.18,"NM"
NA,33.7492,-105.3981,1.92,"NM"
NA,33.7889,-105.3206,1.72,"NM"
NA,33.3553,-105.6444,4.18,"NM"
NA,33.3453,-105.6431,10.4,"NM"
NA,33.2656,-105.6461,3.74,"NM"
NA,33.2528,-105.7183,2.02,"NM"
NA,33.2858,-105.7272,3.32,"NM"
NA,33.3031,-105.7086,0.64,"NM"
NA,33.3033,-105.6694,2.7,"NM"
NA,33.3364,-105.7256,0.5,"NM"
NA,33.3375,-105.6928,2.62,"NM"
NA,33.3447,-105.6897,2.18,"NM"
NA,33.3131,-105.5972,4.66,"NM"
NA,33.3714,-105.7014,1.72,"NM"
NA,33.3564,-105.6803,2.2,"NM"
NA,33.8561,-105.1908,3.96,"NM"
NA,33.815,-105.1794,5.18,"NM"
NA,33.8142,-105.1383,2.9,"NM"
NA,33.7828,-105.1303,3.32,"NM"
NA,33.7675,-105.1136,1.7,"NM"
NA,33.7472,-105.1122,2.06,"NM"
NA,33.7831,-105.0539,1.86,"NM"
NA,33.8006,-105.0269,0.8,"NM"
420,33.8403,-105.0278,3.08,"NM"
NA,33.8592,-105.1242,4.54,"NM"
450,33.8369,-105.1081,1.3,"NM"
NA,33.7475,-105.0003,3.28,"NM"
NA,33.9428,-105.2958,5.54,"NM"
NA,33.9608,-105.2567,5.02,"NM"
NA,33.9144,-105.2614,3.08,"NM"
NA,33.9508,-105.1933,4.88,"NM"
390,33.9258,-105.1378,4.52,"NM"
NA,33.4431,-105.5064,0.98,"NM"
NA,33.4092,-105.4917,2.94,"NM"
NA,33.4331,-105.4717,1.58,"NM"
NA,33.4189,-105.4231,3.08,"NM"
65,33.4192,-105.3675,2.96,"NM"
NA,33.4344,-105.6239,3.56,"NM"
NA,33.4486,-105.6111,1.96,"NM"
NA,33.4567,-105.6175,1.14,"NM"
42,33.3806,-105.5067,2.32,"NM"
NA,33.3667,-105.3956,1.6,"NM"
NA,33.4344,-105.4322,2.08,"NM"
NA,33.4083,-105.2881,1.54,"NM"
NA,33.4114,-105.2869,1.18,"NM"
100,33.4797,-105.3672,2.4,"NM"
NA,33.8906,-105.1278,4.82,"NM"
NA,33.9211,-105.1897,2.96,"NM"
NA,33.8936,-105.2317,6.74,"NM"
NA,33.8778,-105.2611,4.34,"NM"
NA,33.9997,-105.1733,2.66,"NM"
NA,33.9906,-105.21,2.7,"NM"
NA,33.2211,-105.7997,1.12,"NM"
NA,33.2614,-105.8378,0.5,"NM"
NA,33.255,-105.8525,0.5,"NM"
NA,33.2936,-105.8575,0.5,"NM"
NA,33.2247,-105.8506,0.5,"NM"
NA,33.2081,-105.9069,1.2,"NM"
NA,33.1433,-105.9678,12.92,"NM"
NA,33.1028,-105.925,1.88,"NM"
NA,33.0889,-105.8683,2.98,"NM"
NA,33.8783,-105.0861,4.16,"NM"
NA,33.92,-105.0272,2.86,"NM"
NA,33.1431,-105.7439,0.5,"NM"
NA,33.0503,-105.7017,0.5,"NM"
NA,33.0481,-105.7028,0.5,"NM"
NA,33.0106,-105.6997,0.5,"NM"
NA,33.0886,-105.3569,0.5,"NM"
NA,33.2189,-105.6575,1.46,"NM"
NA,33.2342,-105.7208,1.58,"NM"
NA,33.6706,-105.1731,1,"NM"
NA,33.0761,-105.6936,2.18,"NM"
NA,33.6975,-105.2014,1.5,"NM"
NA,33.7564,-105.2219,2.62,"NM"
NA,33.7394,-105.1475,2.02,"NM"
NA,33.6983,-105.1233,2.02,"NM"
NA,33.2264,-105.6186,2.24,"NM"
