"OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_Calcite_7_16","AM_A_Ca_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_Kaolinit_7_16","AM_A_K_7_17","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_P_7_17","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Serpent_7_16","AM_A_Se_7_18","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_S_7_17","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","LM_C_Zn_7_18","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Dolomite_7_19","LM_C_Gibbsite_7_19","bfi48grd","PRISM_30yrNorm","Best_Guess__ac_","GENERALIZE_Igneous_volcanic","GENERALIZE_Sedimentary_clastic","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Igneous_and_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Residual_materials_developed_in_fine-grained_sedimentary_rocks","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Playa_sediments","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin","US_L3NAME_Arizona/New_Mexico_Mountains","US_L3NAME_Arizona/New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","As3Cat","spl3cat","spl5"
2004,"As","Dissolved",6,151390,"4703.99","37",18.2027988,0.6112489,0,2.4733777,1.8326877,0.3981364,50.1213264,6.4758725,28.9136982,5.315289,13.2039185,0.5141575,2.7271993,1.6322047,1.7174934,10.5762739,0,0.3168369,0,0,0.0178036,0.025807,2.1042829,1.716298,24.6619835,26.4524689,0.7926624,314.7596436,1.6114599,0.6899191,7.0904121,13.1795006,0,17.5929928,0,0,479.3036499,56.2157936,75.0303726,0.7629619,5.7594509,0,0.4252429,1.2600346,120.2397537,0.104723,0,0.1,8.2121344,0.1737172,0.4767896,8.1511164,0.8183091,4.1176004,10.8135118,13.436059,5.444963,7.7988563,0.6264296,2.2146668,57.2935448,0.8053882,13.3426123,55.566246,3.7294307,0.3976655,48.4449463,7.397965,30.6840706,5.8515501,1.5549753,15.5789909,1.7899704,11.8456964,0.0256613,1.5980814,25.0596256,32.7926559,1.0261016,274.7231445,2.0638514,0.7851702,7.1672282,14.7155323,478.1347961,14.7970524,77.0240326,0.3695509,0.931049,6.2774611,0.6496507,1.2739577,208.8120575,0.1,7.982924,0.1817096,0.4951934,2.313628,72.7039185,1.1450541,12.9813261,46.0892563,1,4.1514053,6.0499201,654.1183472,1.2094938,0.2007802,1.7743907,0.4089406,49.4606514,6.5135565,28.1695404,5.4621177,13.0523825,1.6902601,10.8078508,0.0212028,0.0320228,1.6573691,25.3233299,23.4936562,0.7892558,299.2703857,1.4258394,0.6447765,6.6179762,12.6583843,499.8333435,18.3784313,73.9256821,0.1136919,0.7208838,5.5294981,0.4385918,1.453451,124.1832123,0.1,7.795733,0.1698607,0.4993968,2.1703513,56.1311531,0.7726195,12.9472723,52.3462448,4.6694932,0,1.2347897,0,0,0.0195837,2.9654489,0,0,47.802803,0,8.5584078,0.4189036,7.1859193,11.8213205,4.4589758,19.0228653,0.4945238,0,0.881653,2.7310159,0,61,254.9235992,1000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"C2",TRUE,FALSE
1777,"As","Dissolved",0.1,251875,"NULL","NULL",25.3818378,0,0,0.0988716,0.8855332,2.197139,62.6061325,12.1826706,25.3502045,9.1305866,116.3120346,0.0140983,4.0533834,0,2.9879358,14.1340485,0,0,0.2148868,0,0.0393691,0,2.2627902,2.0337455,30.8759193,35.5724525,0.5964602,2874.7021484,3.4449823,0.9011548,11.6931181,11.1844912,0,317.9823914,0,0,1270.5673828,37.8326492,101.8057632,5.4138436,8.1354599,0,0.3031943,1.7456882,201.9354095,0.0476902,0.0627087,0.4064548,9.1778488,0.3157687,1.2908605,10.5259333,0.5461758,0.0992515,13.8276205,19.0376186,6.8269558,12.1465254,0,2.560411,74.4454498,3.0394189,16.0693073,560.1700439,0.8730696,0.5366533,72.1869125,11.9311361,28.0891247,8.2852783,2.0366051,25.0499363,2.9603271,15.5735168,0.0217168,2.0971482,34.6807632,37.5927773,0.7078579,944.3950806,1.5039639,1.1130636,12.3268118,12.5210848,908.7269287,122.8005371,101.5329056,0.0301487,0.7862962,9.126543,0.2898842,1.5443815,223.1500702,0.1398904,10.1297827,0.3240722,0.6643188,2.7312305,72.2363205,1.3440564,18.0684261,269.1993408,3.8346264,5.2964659,11.1569424,662.694458,1.4475422,1.9139158,0.8536355,3.7934885,63.2238083,14.0989122,24.7113838,7.8925686,126.7683029,2.6586313,15.3586378,0.0705,0.3287194,1.9772437,30.9243546,35.0709343,0.5974163,2473.0463867,3.9867606,0.8685224,11.561533,10.4828167,1232.1350098,589.656189,99.0651779,0.0643728,5.4303975,8.1974859,0.3112078,1.8010519,196.402359,0.545769,9.4148512,0.2920425,1.0675106,2.5723767,61.4102669,4.6213355,16.1693172,868.770813,0,0,0,0,0,0.1076743,3.9034994,0,0,35.963295,0,9.9366417,3.7500355,0,24.0334415,8.5752382,19.334446,0,0,0,0,0,65,946.8855591,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"C1",TRUE,TRUE
1062,"As","Dissolved",17,51595,"3240","NULL",18.5732574,0,0.0459179,4.0376639,3.7148812,0.2650279,52.0926857,8.5964994,37.750206,5.796236,19.2259731,0.9577063,2.7194881,3.8157473,2.0972834,9.9596052,0,0,0.2356514,0,0.0246893,0.1544733,1.1056826,1.4360638,28.0585442,21.6503487,0.9684964,531.7896118,1.0804063,0.3432768,10.3408222,17.2652531,0,16.946228,0,0.1764044,873.2258301,52.4404716,68.5148468,0.7178496,6.0214171,0,0.3225611,1.3352115,143.7471619,0.0306395,0,0.1,9.25284,0.2160459,0.442842,7.4075832,0.8489559,7.6565886,9.3185387,10.0563431,5.6832647,4.2647729,0,2.316715,42.6684341,1.1539934,18.1434631,50.965313,6.9137859,0.1929695,45.006031,8.375124,37.304039,5.199801,3.6114051,18.6782131,1.8918985,9.184742,0.0260103,1.2816873,25.8490715,26.2014923,1.1812046,391.7912292,0.9370053,0.2575043,6.7282877,18.9071617,1107.2890625,12.2261114,63.5654945,0.0314898,0.52918,5.8568377,0.3152715,1.4670203,165.0118256,0.1,7.7738061,0.2175691,0.4116738,2.3065238,49.7860794,3.3050542,17.7922401,47.4857292,1,3.6252337,8.068696,400.9138794,1.0667483,0.2071003,3.7074506,0.2860789,48.7195358,8.2465935,38.4792976,5.399909,18.3337421,2.0522921,8.8751068,0.0264903,0.0347265,1.4869888,26.1248016,21.0072975,1.03096,552.552002,0.9248993,0.3606768,8.5563335,17.2877426,868.9788208,17.2603168,64.6957932,0.0307243,0.6475078,5.7989802,0.2795888,1.2607901,144.726059,0.1065951,8.9729347,0.2124612,0.3992233,2.1297145,39.5451622,1.0531403,16.3978882,53.0272675,12.5694618,0,0,0.0989774,0,0,2.0889595,0,0.3864614,44.2374306,0,6.6463218,1.0383019,17.5912285,4.711412,2.4725437,22.7834435,0,0,2.144377,4.5105309,0,71,243.8781891,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,"C3",FALSE,FALSE
1075,"As","Dissolved",0,269619,"5950","394",13.7401333,0,0,0.9241912,1.1057273,0.1752981,48.9469604,5.6560855,12.4959211,5.0740361,19.5378208,0.1661493,0.6014656,0.4313192,1.527679,11.6402235,0,0,0,0,0.0154222,0,2.0966558,1.9413314,25.5784569,17.5429668,0.4568722,294.651825,0.6936138,0.9292783,8.4824591,8.0457468,0,15.7506599,0,0.0115205,350.5683594,54.3075371,81.659523,0.7158945,5.0762691,0,0.2043618,1.1521437,155.8495026,0.0274429,0,0.1,7.8470063,0.2078853,0.4581597,6.230947,0.5580382,1.3583138,8.6404667,22.6364918,10.1734085,12.1802759,0,1.8764292,38.6184387,0.6633444,14.6135406,52.3023262,1.7773293,0.1139952,50.2574043,6.3931246,15.4051495,5.2620258,0.7995952,10.7816734,1.639601,12.6630173,0.0139895,1.8536687,26.9197617,19.7861938,0.4989957,281.3964844,0.8627352,0.9236798,8.646286,8.3566275,298.7107544,14.5848455,84.5878754,0.0568144,0.6878102,4.9040809,0.2374461,1.0562307,169.916687,0.1220239,7.9472532,0.2072934,0.4652142,2.0230505,40.3197594,0.9422374,15.4054127,37.3892822,1,4.544652,5.0554199,647.1387939,1.257345,0.1112396,0.8338644,0.1572226,49.6809044,5.517921,13.0264826,5.0710573,10.6187878,1.3972262,11.329668,0.01392,0.0265349,1.869846,25.9175014,16.2848244,0.4003564,284.7216492,0.6505268,0.89653,8.175993,7.1225238,340.5785828,15.1906147,83.1233521,0.0237504,0.686899,4.6911712,0.2,1.0440784,148.7682343,0.1,7.3172898,0.1929169,0.4570394,1.8025974,34.0346184,0.7144815,14.2658291,58.7902222,2.3820257,0,0,0.0412208,0,0,1.6267564,0,0,53.7235718,0,5.9084005,2.0068488,3.1018958,19.1438923,8.3960638,15.7629738,0,0,0.3644641,0.5471891,0,45,214.6404877,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"C1",TRUE,TRUE
1551,"As","Dissolved",8,247233,"NULL","300",22.523098,0,0,0.6892788,0.9969899,0.5525703,59.588726,9.3333073,25.2841187,5.5488052,21.4076061,0.079567,3.0694349,0,2.1925411,12.5800667,0,0,0.0877039,0,0.025687,0,2.480262,1.8439478,29.5152588,26.6481724,0.5296614,666.4238281,1.5045029,0.8611901,10.6045132,13.1541519,0,59.9760017,0,0,700.8806763,45.1102905,86.2710724,0.4326775,6.9867616,0,0.2510594,1.5236826,144.9445648,0.0348684,0,0.1345934,8.9689951,0.2728629,0.5482273,8.5350237,0.5851254,0.6899168,11.4551821,18.8813248,8.1900597,10.76618,0,2.5081077,53.1522064,1.6168728,16.5165958,100.2336578,1.2623285,0.3295379,64.578392,9.9383821,25.9019299,5.7869592,1.6212478,19.5782757,2.5756629,15.5053921,0.0190779,1.8952799,32.140358,29.4034863,0.6116904,601.3839722,1.2701285,0.8928357,12.402627,14.4511757,505.6331177,26.5608559,88.733017,0.0371221,0.7218688,7.9567447,0.2807297,1.4179403,165.5314789,0.1033015,9.6688585,0.2961729,0.5805044,2.6726234,63.5535088,1.2994149,18.0536194,83.8044662,0.8998832,4.9314156,5.8311739,587.5535889,1.4445964,0.2679107,0.7306414,0.5164651,62.3785133,9.7307167,22.4831524,5.6383166,18.7646351,2.0374243,13.6392632,0.0270332,0.0508563,1.7947025,30.9008675,25.3327579,0.4989842,671.4902954,1.5110992,0.8392549,10.6996994,11.9746609,652.4193726,50.5218048,88.5806656,0.0317097,0.5330355,6.7313294,0.2558461,1.4256295,138.2212982,0.130127,9.0518284,0.2593891,0.566582,2.5302258,46.6893768,1.4802706,16.6234646,77.4769821,1.2418666,0,0,0.0552007,0,0.111396,3.7953084,0,0,42.8360558,0,7.8400393,3.4321733,1.2460661,19.1773033,7.6992126,20.3414898,0,0,0.1414777,0,0,64,434.1898804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"C2",FALSE,TRUE
1790,"As","Dissolved",2.8,258422,"5734","300",24.1701069,0,0.3035959,3.8268883,3.120811,0.2340921,77.8853149,13.5352898,37.0818863,5.407228,20.0248413,0.6345552,2.9317429,1.7982864,2.8631299,13.9096251,0,0,0.2515694,0,0.0197208,0.4154389,2.1789536,1.8790309,37.8004723,26.562891,1.0641874,683.8739624,0.9966191,0.8527852,9.7725458,15.3568249,0.3835124,19.9082794,0,0.4597868,772.1072998,36.14991,89.0867004,0.5780162,9.2954226,0,0.2204952,1.4630358,250.069931,0.0543862,0,0.1,11.2761469,0.3068924,0.4438507,6.2142334,0.2141139,5.1633615,7.6581674,24.1990089,8.2399416,16.1346531,0,2.273452,81.4570236,1.0422758,17.48102,61.6270714,4.2729735,0.1337627,77.8998947,14.8974552,37.6662369,6.069685,1.831283,18.1621037,2.9619234,15.1314077,0.0233251,1.8444557,39.0941162,31.4343128,1.2701505,602.1777344,0.9358327,0.9372216,10.5445738,17.6493912,550.4692383,19.1120358,86.0393982,0.2047568,0.6578879,10.2204351,0.2297593,1.5396044,262.2424927,0.1,12.5849133,0.3230033,0.5312408,2.5831912,88.2862091,1.103456,19.0170918,56.9128609,1,4.4838481,5.0558438,559.2721558,1.3743607,0.1824474,3.5255959,0.2258097,62.9664993,10.846076,31.7551727,5.0691628,14.6465778,2.4321492,11.777977,0.0196303,0.0368888,1.7719871,31.9606667,21.0838928,1.0174152,591.0587769,0.8251809,0.8982114,9.1963491,14.5684052,694.9740601,18.0446758,76.5171738,0.0639797,0.4913095,7.6878643,0.2268661,1.2192522,233.2827301,0.1,9.346427,0.2441739,0.4258786,2.0043416,70.7975388,0.8959698,15.2894049,56.9964561,7.8071451,0,0.2104073,0.305436,0,0.1412614,2.1285613,0,0.1520883,29.8899632,0,9.9360943,1.3790425,8.6365938,17.1956367,5.0074058,28.8036747,0.0200873,0,1.0664881,1.941188,0.2139547,75,299.6101074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"C1",TRUE,TRUE
1274,"As","Dissolved",1,270328,"5440","2736.06",13.6481762,0,0,1.5513285,1.2219094,0.16948,49.4487915,6.1381245,13.7486,5,12.0048199,0.2410849,0.9746213,0.4000974,1.5373994,10.7236557,0,0,0,0,0.0167231,0,1.880419,1.8849963,24.9784813,18.6597309,0.4637291,270.8872681,0.7791833,0.7720538,7.846839,8.8959675,0,15.5409365,0,0.0406548,336.4360352,54.5760651,78.6636276,0.5791683,4.9158368,0,0.2080465,1.1504955,131.4036865,0.0256513,0,0.1,7.5421076,0.1932857,0.477637,5.8496604,0.1452515,1.970638,8.3144407,18.7724094,10.0847206,8.9324312,0,1.8657628,37.2314911,0.685185,14.6050158,39.8881874,1.9361042,0.1140302,46.7307396,5.3398066,15.7554998,5.3489952,0.941933,10.0135899,1.5807897,11.3912172,0.014296,1.8125705,24.2333202,20.7788239,0.520955,235.1270142,0.8422104,0.7624562,7.6202765,9.0861053,275.2902527,14.5047693,79.0895081,0.0708195,0.559456,4.6734257,0.2422414,1.0901997,148.4238129,0.1,7.8018889,0.1897598,0.4762546,1.8666894,40.5139847,0.770101,13.6249609,33.2135735,1,3.4305575,5.5113807,497.3864746,1.2850248,0.1228525,0.8340021,0.1446354,49.3452415,5.5688028,14.3216867,5,7.952951,1.2053726,9.9148855,0.0193655,0.0261518,1.5583364,24.9463749,15.9002609,0.393776,194.1074371,0.6952581,0.5218267,7.2959938,7.0642295,277.294342,14.6758718,78.4646912,0.019013,0.531715,4.4883313,0.2,1.0370594,104.9414978,0.1,7.2543278,0.168916,0.460862,1.7173306,29.856966,0.6826732,14.0671005,25.9189415,3.2649121,0,0,0.050037,0,0,2.7271883,0,0,54.1307983,0,5.935082,1.8657939,3.9647121,16.6725464,8.4430714,15.5815868,0,0,0.4707651,0.6785251,0,51,229.3171997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"C1",TRUE,FALSE
336,"As","Dissolved",1,271479,"6633","NULL",18.461216,0,0.052957,1.6588829,1.7616069,0.1594875,56.2592239,9.5915489,27.466774,5.5372324,17.4874077,0.3536885,1.3561267,1.1567403,2.3609695,12.9706717,0,0,0.2316691,0,0.0190361,0.052762,2.5522799,1.829788,28.2527885,22.9890728,0.7277365,485.9454346,0.6816489,0.9252002,10.5872641,15.5691051,0,16.451746,0,0,417.1722412,42.0083961,80.6543579,0.7711508,7.3186255,0,0.2062712,1.5177097,223.433548,0.0240665,0,0.1,8.7511806,0.3061577,0.4163269,7.8733559,0.456949,2.8837719,10.7765245,22.6602745,8.417244,14.0803814,0,1.8779988,56.7427216,0.6660753,17.8924942,51.7783012,1.985182,0.126083,58.3531418,10.7726164,30.862009,8.1386528,1.0042537,13.613471,2.6765659,14.8763971,0.0265644,1.7218927,30.844574,28.9431896,0.7792047,400.3726501,0.8300247,0.870706,12.7146387,18.1785297,359.4355774,16.8860283,79.7951202,0.0393689,0.8943714,7.8891611,0.2684079,1.72155,207.7301788,0.1264981,9.7858772,0.3094066,0.5039029,2.1080973,62.5359879,1.2545229,21.9611874,54.3147888,1,4.9198513,5.6661286,571.5823975,1.3680284,0.1816402,1.2296739,0.1589472,53.0550652,9.3109894,28.8586349,5.6034899,15.4892597,2.1056252,12.0513144,0.0195277,0.036937,1.6867458,27.1753254,21.5523052,0.592125,472.5134277,0.7220161,0.8992966,11.5143156,14.0009441,390.5913086,16.9024143,74.6520386,0.024112,0.760987,6.6841478,0.205513,1.4470786,204.371994,0.1,8.8872004,0.2913241,0.4351152,1.9477112,53.2047348,0.871992,16.6304932,46.2119026,2.2561193,0,0,0.0657072,0,0.2699393,1.4547248,0,0,42.2956848,0,6.8693624,4.1603203,3.0034282,16.9909782,6.2518902,24.366787,0,0,0.3686265,0.4843324,0,28,264.1156921,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"C1",TRUE,TRUE
483,"As","Dissolved",0,115021,"NULL","NULL",19.1268864,0,0.0137232,6.5230627,4.0682783,0.191765,85.6416702,10.8630028,51.261982,6.1385241,18.3884048,0.8305717,1.7532719,0.2556103,2.9777005,15.3992414,0,0,0.0816637,0.1229657,0.0443911,1.0435393,0.3530281,2.0866404,41.9936714,22.8852768,1.003787,544.6412964,0.7180791,1.1019044,17.8296337,30.8369617,0,21.7878094,0.0133582,1.3341519,784.5332031,37.3775215,101.526329,0.5504298,8.9765968,0,0.2101628,2.3867652,181.1386414,0.019753,0,0.1,15.3934145,0.3238781,0.6157725,7.7245417,1.6884309,6.8273592,9.6020994,24.8196259,9.8749104,14.8403244,0.0653709,2.4869149,54.8154449,1.8034369,26.5663395,60.5796204,7.6706047,0.1332181,81.3399353,10.1915598,40.2567596,5.8485255,2.7460308,16.8891811,2.6845751,13.5859613,0.0346263,1.8454436,41.0918808,26.2555676,0.8968205,442.3910217,0.6911135,1.0127593,14.2921019,25.110693,761.3075562,17.8101749,89.6016235,0.0218546,0.3979356,8.1309166,0.2192719,2.1562448,212.0702209,0.1,14.2116957,0.3081817,0.6058295,2.6527457,54.9038544,2.263768,25.5121002,58.1780243,1,5.0731535,5.4534421,625.3182983,2.0751109,0.2916254,3.8032434,0.2211544,84.777565,10.3747301,51.5982323,6.2348204,17.89608,2.9901826,13.4753733,0.035939,0.0529331,2.1041405,41.1842194,20.6936436,0.8637606,527.55896,0.7698513,1.0712388,17.9922562,26.1656303,794.7103882,24.1882992,112.6012878,0.0218692,0.5391331,8.6657162,0.2094474,2.4769585,178.8611603,0.1065685,17.1546841,0.3346196,0.5933784,2.7034855,56.9350586,2.0579834,25.4032631,61.3403168,13.9754915,0,0,0.0785087,0,0.7615608,0.1107448,0,1.1236711,31.7407417,0,6.373457,2.8385389,14.8410988,23.2765617,9.4729528,18.2818832,0.0199199,0,1.7807071,0.1645802,0,27,334.2509766,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"C1",TRUE,FALSE
601,"As","Dissolved",4.3,49584,"3302","1006",14.4473467,0,0.0131585,4.3804054,2.7804248,0.166822,104.419632,9.8604555,37.9606972,6.0708618,14.9543657,0.5172912,0.5531104,0,3.2950079,18.9891224,0,0,0.0080058,0,0.0390418,1.6243145,0.1411285,2.406297,48.6753769,21.1172142,0.7532124,561.3790894,0.7890175,1.5543253,20.2316418,17.2083149,0,24.0635891,0.0130386,0.1081245,733.1677856,37.7399788,111.9543304,0.4889465,11.7200298,0,0.2,3.1158471,187.8591461,0.0133815,0,0.1,16.6699696,0.3674645,0.6617897,7.6603527,0.6890709,4.1568894,8.6428051,37.7226295,13.3108892,26.0388851,0,2.6265113,53.5051422,2.0917337,36.1661072,59.6506958,4.2079806,0.119712,95.8932343,8.6614046,35.476326,5.112227,0.9102358,15.3276978,3.047158,15.159811,0.0330391,2.165467,46.7880898,23.5547142,0.8234547,546.6865234,0.7674914,1.6382802,15.5664501,17.7482986,671.8956299,20.1542645,98.2826385,0.0140342,0.3835675,9.9829779,0.2,2.914537,206.4782715,0.1,15.5650578,0.3976139,0.6183751,2.6616962,55.2418747,3.1848097,29.7445087,57.4437943,1,6.014854,5.5660672,743.3059692,2.559891,0.2599072,2.1996315,0.1683096,97.7111435,8.9893131,41.657814,5.8158512,13.0447721,3.4618535,15.7204418,0.0296779,0.0661728,2.4894071,45.7910767,19.0357189,0.7125691,590.7600098,0.8441681,1.6283144,20.4640331,17.3934059,772.4019775,24.7727852,107.1751938,0.0139779,0.4303702,10.317131,0.2,3.5332842,193.4143829,0.1,17.1031303,0.375598,0.6141096,2.798255,57.3451309,2.4235914,32.7067223,61.8240471,6.9783435,0,0,0.0619067,0,1.4994646,0.3593382,0,0.1281188,35.5191917,0,7.7162819,0.9476051,6.5666738,37.3426323,11.928196,12.1995134,0.0195847,0,0.7957568,0,0,16,226.8173981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"C1",TRUE,TRUE
