"welldpth","latitude","longitude","u_dn_ppb","u_fl_ppb","state"
NA,34.1008,-108.2414,NA,1.92,"NM"
NA,34.3578,-108.5264,19.8,19.8,"NM"
800,34.3719,-108.5319,NA,0.1,"NM"
NA,34.0889,-108.4917,NA,0.1,"NM"
NA,34.0736,-108.5042,NA,0.1,"NM"
NA,34.0639,-108.4139,NA,0.1,"NM"
NA,34.05,-108.375,NA,0.1,"NM"
NA,34.0356,-108.3453,NA,0.1,"NM"
NA,34.2472,-108.2514,NA,1.39,"NM"
NA,34.0236,-108.5833,NA,0.91,"NM"
NA,34.2389,-108.3347,NA,4.14,"NM"
NA,34.2417,-108.3083,NA,0.72,"NM"
NA,34.225,-108.4333,NA,5.27,"NM"
NA,34.2125,-108.4417,NA,2.01,"NM"
NA,34.225,-108.3722,NA,0.1,"NM"
NA,34.175,-108.3222,NA,0.44,"NM"
NA,34.1556,-108.3278,NA,0.33,"NM"
NA,34.1361,-108.2792,NA,0.79,"NM"
NA,34.1292,-108.3333,NA,0.34,"NM"
80,34.1042,-108.3181,NA,0.1,"NM"
NA,34.0111,-108.3431,NA,0.24,"NM"
NA,34.0181,-108.3542,NA,0.1,"NM"
NA,34.0567,-108.5156,NA,0.98,"NM"
NA,34.0458,-108.5389,NA,0.16,"NM"
NA,34.0306,-108.5167,NA,0.1,"NM"
NA,34.0417,-108.6056,NA,0.32,"NM"
NA,34.0125,-108.6125,NA,6.41,"NM"
NA,34.0778,-108.5417,NA,3.35,"NM"
NA,34.0917,-108.5667,NA,0.95,"NM"
100,34.125,-108.5764,NA,4.09,"NM"
NA,34.1167,-108.6,NA,3.33,"NM"
NA,34.1417,-108.5833,NA,1.08,"NM"
NA,34.1542,-108.5931,12.9,12.9,"NM"
NA,34.2361,-108.5458,NA,2.3,"NM"
NA,34.2561,-108.8158,NA,1.38,"NM"
NA,34.2347,-108.8361,NA,0.69,"NM"
NA,34.2175,-108.7819,NA,1.21,"NM"
NA,34.2197,-108.7597,NA,0.79,"NM"
NA,34.1958,-108.825,NA,1.89,"NM"
NA,34.2181,-108.8728,NA,0.22,"NM"
NA,34.1111,-108.5819,20.8,20.8,"NM"
NA,34.9431,-108.7903,NA,0.58,"NM"
150,34.7125,-108.7178,NA,1.27,"NM"
150,34.7372,-108.7028,44.9,44.9,"NM"
NA,34.0586,-108.0111,NA,8.59,"NM"
NA,34.0575,-108.0811,NA,9.02,"NM"
NA,34.0989,-108.1144,NA,3.13,"NM"
NA,34.12,-108.1056,NA,0.1,"NM"
NA,34.0653,-108.125,16.2,16.2,"NM"
NA,34.0125,-108.1067,NA,0.4,"NM"
NA,34.0217,-108.1028,NA,0.72,"NM"
NA,34.0247,-108.1422,NA,4.45,"NM"
NA,34.0478,-108.1292,11.8,11.8,"NM"
100,34.0253,-108.0422,11,11,"NM"
NA,34.0175,-108.0742,NA,0.75,"NM"
NA,34.0833,-108.0528,NA,3.3,"NM"
NA,34.1058,-108.0458,NA,2.91,"NM"
NA,34.1061,-108.0717,NA,2.13,"NM"
NA,34.1139,-108.8139,NA,0.47,"NM"
NA,34.1042,-108.7986,NA,0.43,"NM"
NA,34.0422,-108.7944,NA,3.57,"NM"
NA,34.14,-108.8236,NA,6.09,"NM"
NA,34.0536,-108.7472,NA,1.74,"NM"
NA,34.1381,-108.7961,NA,2.11,"NM"
NA,34.1436,-108.7764,NA,0.1,"NM"
NA,34.7233,-108.6667,NA,2.75,"NM"
NA,34.7286,-108.6447,NA,1.94,"NM"
NA,34.5597,-108.545,NA,0.1,"NM"
NA,34.5933,-108.55,NA,0.46,"NM"
120,34.2386,-108.7269,NA,1.1,"NM"
NA,34.1925,-108.6986,NA,2.78,"NM"
NA,34.1908,-108.6592,0.1,0.1,"NM"
NA,34.155,-108.7075,NA,1.02,"NM"
NA,34.1264,-108.7483,NA,0.18,"NM"
NA,34.2197,-108.6519,49.9,49.9,"NM"
NA,34.2106,-108.6261,NA,1.27,"NM"
NA,34.0106,-108.6564,NA,0.65,"NM"
NA,34.4425,-108.7256,NA,1.46,"NM"
NA,34.4272,-108.7094,NA,0.87,"NM"
NA,34.4731,-108.7075,NA,0.1,"NM"
NA,34.4569,-108.6703,17.5,17.5,"NM"
NA,34.4625,-108.6478,13.3,13.3,"NM"
NA,34.4278,-108.6392,28.5,28.5,"NM"
NA,34.3897,-108.5036,NA,2,"NM"
NA,34.4111,-108.5094,NA,0.44,"NM"
NA,34.4736,-108.5664,NA,0.1,"NM"
NA,34.4972,-108.575,NA,0.34,"NM"
NA,34.4908,-108.5047,NA,0.23,"NM"
NA,34.3786,-108.5542,42.8,42.8,"NM"
NA,34.4014,-108.7328,NA,0.35,"NM"
NA,34.3939,-108.7928,NA,2.75,"NM"
NA,34.4147,-108.7675,NA,1.03,"NM"
NA,34.4386,-108.7678,14.7,14.7,"NM"
NA,34.4494,-108.7611,NA,3.02,"NM"
292,34.4339,-108.8106,NA,0.1,"NM"
NA,34.4431,-108.7969,NA,0.1,"NM"
NA,34.4981,-108.7806,NA,0.1,"NM"
NA,34.4989,-108.8683,12.7,12.7,"NM"
NA,34.9997,-108.87,23.8,23.8,"NM"
NA,34.9147,-108.7294,14.9,14.9,"NM"
NA,34.6511,-108.6228,NA,2.58,"NM"
NA,34.6931,-108.9092,NA,0.1,"NM"
NA,34.7186,-108.8767,NA,0.28,"NM"
NA,34.6833,-108.8344,NA,0.1,"NM"
NA,34.6522,-108.7739,NA,0.28,"NM"
NA,34.8169,-108.5292,NA,0.1,"NM"
40,34.8014,-108.5883,35.1,35.1,"NM"
NA,34.7733,-108.5989,NA,0.27,"NM"
NA,34.9944,-108.9403,NA,9.57,"NM"
NA,34.9522,-108.8958,38.3,38.3,"NM"
NA,34.9453,-108.9497,NA,1.32,"NM"
NA,34.9106,-108.9508,NA,1.74,"NM"
NA,34.8117,-108.6742,NA,1.83,"NM"
NA,34.8392,-108.6294,NA,1.56,"NM"
NA,34.8014,-108.6953,NA,3.13,"NM"
NA,34.7661,-108.7175,NA,7.27,"NM"
NA,34.7506,-108.6689,NA,0.1,"NM"
NA,34.8503,-108.7,NA,2.19,"NM"
NA,34.8464,-108.7422,NA,0.4,"NM"
NA,34.7922,-108.8764,NA,9.37,"NM"
NA,34.8,-108.9197,9.3,9.3,"NM"
NA,34.8411,-108.9119,24.1,24.1,"NM"
NA,34.8747,-108.9417,NA,4.59,"NM"
NA,34.8483,-108.9392,NA,0.97,"NM"
NA,34.8453,-108.9458,NA,0.2,"NM"
NA,34.5267,-108.6792,NA,0.1,"NM"
NA,34.5925,-108.6431,NA,0.1,"NM"
NA,34.5481,-108.6314,NA,0.1,"NM"
NA,34.5028,-108.645,NA,3.19,"NM"
NA,34.5028,-108.6431,NA,0.63,"NM"
NA,34.5039,-108.7228,NA,0.18,"NM"
NA,34.5944,-108.7211,NA,0.1,"NM"
NA,34.5953,-108.7031,72.6,72.6,"NM"
NA,34.6231,-108.6661,NA,0.1,"NM"
NA,34.6433,-108.6869,NA,0.57,"NM"
NA,34.6358,-108.6772,NA,0.48,"NM"
NA,34.6522,-108.6261,NA,1.24,"NM"
200,34.6917,-108.6492,NA,0.21,"NM"
130,34.5703,-108.8042,12.2,12.2,"NM"
NA,34.5447,-108.8308,NA,0.31,"NM"
NA,34.5786,-108.9203,NA,1.58,"NM"
NA,34.7758,-108.7731,13.5,13.5,"NM"
NA,34.7803,-108.7994,20.7,20.7,"NM"
NA,34.7531,-108.8497,NA,3.53,"NM"
NA,34.7894,-108.8372,NA,0.35,"NM"
NA,34.8386,-108.8333,NA,1.31,"NM"
NA,34.8453,-108.8689,NA,0.76,"NM"
NA,34.8583,-108.8106,37.6,37.6,"NM"
NA,34.8522,-108.7933,NA,1.92,"NM"
NA,34.82,-108.7828,22.6,22.6,"NM"
NA,34.8058,-108.7619,NA,5.98,"NM"
NA,34.5381,-109.0164,NA,2.56,"NM"
NA,34.5639,-108.9639,NA,9.43,"NM"
NA,34.5792,-108.9853,NA,0.28,"NM"
NA,34.9514,-108.8475,34.3,34.3,"NM"
NA,34.9053,-108.8339,NA,0.53,"NM"
NA,34.6528,-108.8947,NA,3.81,"NM"
NA,34.6361,-108.8594,NA,3.69,"NM"
NA,34.6261,-108.9681,NA,0.84,"NM"
NA,34.7472,-108.9086,NA,0.88,"NM"
NA,34.7572,-108.9225,NA,3.27,"NM"
NA,34.7781,-108.9478,NA,5.42,"NM"
NA,34.7981,-108.9944,NA,6.81,"NM"
NA,34.7697,-108.9756,NA,0.81,"NM"
NA,34.7228,-108.7694,NA,2.82,"NM"
NA,34.7333,-108.7975,NA,0.81,"NM"
NA,34.7481,-108.8397,NA,2.46,"NM"
NA,34.6028,-108.6208,0.15,0.15,"NM"
NA,34.5347,-108.5597,NA,0.1,"NM"
NA,34.5244,-108.5217,NA,0.24,"NM"
NA,34.7436,-108.5844,NA,0.74,"NM"
NA,34.7206,-108.8581,NA,0.27,"NM"
NA,34.6683,-108.6169,NA,0.1,"NM"
340,34.6633,-108.5861,NA,0.52,"NM"
NA,34.6547,-108.5489,NA,0.44,"NM"
NA,34.675,-108.5389,NA,0.56,"NM"
NA,34.7097,-108.5378,NA,0.38,"NM"
NA,34.7408,-108.5183,NA,0.23,"NM"
NA,34.7106,-108.5875,NA,0.34,"NM"
NA,34.695,-108.6119,NA,2.13,"NM"
NA,34.15,-109.2086,NA,0.03,"AZ"
NA,34.1625,-108.0403,22.9,22.9,"NM"
NA,34.1319,-108.0708,NA,1.45,"NM"
NA,34.1694,-108.0222,NA,9.39,"NM"
NA,34.1653,-108.0931,NA,5.84,"NM"
NA,34.1819,-108.0917,24.5,24.5,"NM"
NA,34.2111,-108.1444,23.3,23.3,"NM"
NA,34.1944,-108.1931,NA,5.25,"NM"
NA,34.1986,-108.2,NA,6.78,"NM"
NA,34.2153,-108.1014,9.9,9.9,"NM"
NA,34.2458,-108.1778,NA,8.83,"NM"
NA,34.075,-108.9125,NA,2.66,"NM"
NA,34.0583,-108.9139,NA,1.64,"NM"
NA,34.0042,-108.9014,NA,0.23,"NM"
NA,34.0597,-108.8917,NA,1.99,"NM"
NA,34.0306,-109.0511,1.71,1.71,"AZ"
NA,34.0097,-109.0731,NA,0.1,"AZ"
NA,34.0522,-109.0472,20.4,20.4,"AZ"
NA,34.0708,-109.0578,0.85,0.85,"AZ"
NA,34.0872,-109.0453,13.9,13.9,"NM"
NA,34.1114,-109.0347,14.1,14.1,"NM"
NA,34.1008,-109.0967,4.62,4.62,"AZ"
NA,34.0811,-109.0983,4.51,4.51,"AZ"
NA,34.0456,-109.1067,1.67,1.67,"AZ"
NA,34.0375,-109.0794,0.24,0.24,"AZ"
NA,34.1631,-109.0375,4.74,4.74,"NM"
NA,34.1681,-109.0817,NA,1.35,"AZ"
NA,34.2464,-109.0647,0.1,0.1,"AZ"
NA,34.1928,-109.0578,0.83,0.83,"AZ"
NA,34.1894,-108.9797,NA,0.25,"NM"
NA,34.2008,-109.0125,NA,0.1,"NM"
NA,34.2025,-108.9328,NA,2.65,"NM"
NA,34.2253,-108.9453,NA,8.15,"NM"
NA,34.1819,-108.9283,NA,2.72,"NM"
NA,34.3258,-108.5147,NA,0.8,"NM"
NA,34.3075,-108.5119,NA,8.4,"NM"
NA,34.29,-108.5256,NA,0.49,"NM"
NA,34.2606,-108.5333,NA,0.1,"NM"
NA,34.3222,-108.5633,NA,5.01,"NM"
NA,34.355,-108.5006,NA,0.1,"NM"
NA,34.3258,-108.6264,NA,0.38,"NM"
NA,34.2753,-108.7158,NA,7.23,"NM"
NA,34.2658,-108.6897,NA,1.3,"NM"
NA,34.3067,-108.6667,NA,4.51,"NM"
NA,34.3278,-108.9297,NA,0.69,"NM"
NA,34.2869,-108.9153,NA,3.55,"NM"
NA,34.2594,-108.9056,NA,3.57,"NM"
NA,34.2592,-108.9714,NA,0.65,"NM"
NA,34.25,-109.035,NA,3.8,"NM"
NA,34.2897,-109.0503,16.4,16.4,"AZ"
NA,34.3169,-109.0389,NA,11.7,"NM"
NA,34.3383,-109.0314,2.22,2.22,"NM"
NA,34.1303,-108.9608,NA,0.16,"NM"
NA,34.1408,-108.9664,NA,0.1,"NM"
NA,34.3844,-108.9961,15.8,15.8,"NM"
NA,34.4133,-108.9758,38.5,38.5,"NM"
NA,34.3792,-109.0203,2.83,2.83,"NM"
NA,34.4244,-109.0119,25.7,25.7,"NM"
NA,34.4225,-109.0053,46.7,46.7,"NM"
NA,34.4319,-109.0194,NA,2.35,"NM"
180,34.4517,-109.085,5.68,5.68,"AZ"
NA,34.485,-109.0289,5.84,5.84,"NM"
NA,34.4928,-109.0244,26.6,26.6,"NM"
NA,34.4928,-108.9706,19.9,19.9,"NM"
NA,34.1253,-109.0969,NA,8.85,"AZ"
NA,34.1006,-109.0967,NA,3.07,"AZ"
NA,34.0817,-109.0989,NA,2.25,"AZ"
NA,34.0456,-109.1069,NA,2.27,"AZ"
NA,34.0367,-109.0794,NA,0.05,"AZ"
NA,34.0403,-109.0664,NA,0.01,"AZ"
NA,34.0506,-109.0642,NA,0.15,"AZ"
NA,34.0708,-109.0578,NA,0.26,"AZ"
NA,34.03,-109.0517,NA,0.93,"AZ"
NA,34.0522,-109.0475,NA,14.02,"AZ"
NA,34.1117,-109.035,NA,7.84,"NM"
NA,34.1475,-109.1214,NA,3.82,"AZ"
NA,34.1725,-109.0886,NA,1.56,"AZ"
NA,34.1631,-109.0375,NA,2.77,"NM"
NA,34.2492,-109.0328,NA,2.39,"NM"
NA,34.2897,-109.05,NA,9.4,"AZ"
NA,34.3383,-109.0314,NA,0.01,"NM"
NA,34.3164,-109.0372,NA,7.35,"NM"
NA,34.1928,-109.0578,NA,0.79,"AZ"
NA,34.2464,-109.0653,NA,0.19,"AZ"
NA,34.2261,-109.0997,NA,0.01,"AZ"
NA,34.2725,-109.1147,NA,2.26,"AZ"
NA,34.305,-109.1039,NA,0.29,"AZ"
NA,34.3528,-109.0825,NA,0.57,"AZ"
NA,34.2044,-109.1,NA,1.55,"AZ"
NA,34.0689,-109.1994,NA,1.07,"AZ"
NA,34.0017,-109.1753,NA,0.67,"AZ"
NA,34.0025,-109.1769,NA,0.03,"AZ"
NA,34.0694,-109.1486,NA,7.06,"AZ"
NA,34.0572,-109.1792,NA,0.22,"AZ"
80,34.0339,-109.2278,NA,0.94,"AZ"
NA,34.1092,-109.2719,NA,2.03,"AZ"
NA,34.0961,-109.2967,NA,0.41,"AZ"
NA,34.0744,-109.2944,NA,0.15,"AZ"
NA,34.0636,-109.2647,NA,1.97,"AZ"
NA,34.0425,-109.2994,NA,0.24,"AZ"
NA,34.0311,-109.3067,NA,0.01,"AZ"
NA,34.0292,-109.2947,NA,0.18,"AZ"
NA,34.0092,-109.2675,NA,0.62,"AZ"
NA,34.0106,-109.2786,NA,0.01,"AZ"
NA,34.0997,-109.3217,NA,0.44,"AZ"
NA,34.0333,-109.3481,NA,0.01,"AZ"
NA,34.02,-109.3608,NA,0.18,"AZ"
NA,34.0606,-109.3692,NA,0.59,"AZ"
NA,34.0744,-109.4675,NA,0.21,"AZ"
NA,34.1111,-109.4953,NA,0.02,"AZ"
NA,34.1147,-109.4928,NA,0.18,"AZ"
NA,34.1178,-109.4953,NA,0.17,"AZ"
NA,34.0639,-109.4892,NA,0.01,"AZ"
NA,34.0792,-109.4867,NA,0.17,"AZ"
NA,34.0606,-109.4644,NA,0.19,"AZ"
NA,34.0953,-109.3011,NA,1.71,"AZ"
NA,34.1336,-109.1808,NA,0.03,"AZ"
NA,34.1714,-109.1467,NA,1.85,"AZ"
NA,34.1397,-109.1478,NA,0.73,"AZ"
NA,34.2081,-109.2386,NA,3.5,"AZ"
NA,34.2114,-109.22,NA,0.65,"AZ"
NA,34.2333,-109.2194,NA,1.57,"AZ"
NA,34.2578,-109.2392,NA,3.72,"AZ"
NA,34.27,-109.2625,NA,9.29,"AZ"
NA,34.3253,-109.2564,NA,1.43,"AZ"
NA,34.3292,-109.2294,NA,6.39,"AZ"
NA,34.3714,-109.2056,NA,1.28,"AZ"
NA,34.3786,-109.1569,NA,0.39,"AZ"
NA,34.3019,-109.1444,NA,0.69,"AZ"
NA,34.2831,-109.1847,NA,3.08,"AZ"
NA,34.3417,-109.4106,NA,3.76,"AZ"
NA,34.3514,-109.4169,NA,4.11,"AZ"
NA,34.3669,-109.4408,NA,1,"AZ"
NA,34.3589,-109.4664,NA,4.38,"AZ"
NA,34.365,-109.4797,NA,1.25,"AZ"
NA,34.3208,-109.4886,NA,0.27,"AZ"
NA,34.3306,-109.46,NA,0.18,"AZ"
NA,34.3186,-109.4403,NA,1.16,"AZ"
NA,34.3156,-109.4181,NA,1.73,"AZ"
NA,34.3144,-109.3967,NA,1.18,"AZ"
NA,34.2894,-109.445,NA,0.02,"AZ"
NA,34.3036,-109.4711,NA,0.04,"AZ"
NA,34.2897,-109.4125,NA,0.67,"AZ"
NA,34.275,-109.3997,NA,0.36,"AZ"
NA,34.2592,-109.4153,NA,0.25,"AZ"
NA,34.2636,-109.4606,NA,0.06,"AZ"
NA,34.2,-109.4303,NA,0.03,"AZ"
NA,34.1889,-109.4022,NA,0.21,"AZ"
NA,34.1425,-109.4803,NA,0.01,"AZ"
NA,34.1464,-109.4547,NA,0.08,"AZ"
NA,34.1536,-109.4617,NA,0.22,"AZ"
NA,34.1306,-109.5092,NA,0.01,"AZ"
NA,34.1442,-109.535,NA,0.01,"AZ"
NA,34.1367,-109.5747,NA,0.01,"AZ"
NA,34.1489,-109.5825,NA,0.01,"AZ"
NA,34.1511,-109.5958,NA,0.01,"AZ"
NA,34.1689,-109.5172,NA,0.24,"AZ"
NA,34.2058,-109.5578,NA,0.44,"AZ"
NA,34.1742,-109.5714,NA,0.38,"AZ"
NA,34.1828,-109.6211,NA,0.24,"AZ"
NA,34.1942,-109.6058,NA,0.25,"AZ"
NA,34.2264,-109.56,NA,0.7,"AZ"
NA,34.2067,-109.3692,NA,0.12,"AZ"
NA,34.1825,-109.3536,NA,0.63,"AZ"
NA,34.1444,-109.3633,NA,0.04,"AZ"
NA,34.1872,-109.29,NA,0.39,"AZ"
NA,34.2008,-109.2986,NA,6.47,"AZ"
NA,34.1447,-109.2672,NA,3.4,"AZ"
NA,34.29,-109.3025,NA,9.06,"AZ"
NA,34.1697,-109.6397,NA,0.01,"AZ"
NA,34.2733,-109.3489,NA,0.58,"AZ"
NA,34.2978,-109.3569,NA,1.71,"AZ"
NA,34.1281,-109.3256,NA,4.9,"AZ"
NA,34.3433,-109.3794,NA,0.62,"AZ"
320,34.3644,-109.3744,43.38,43.38,"AZ"
NA,34.4578,-109.2558,NA,0.99,"AZ"
NA,34.4842,-109.2811,NA,3.93,"AZ"
NA,34.4569,-109.3311,NA,11.76,"AZ"
NA,34.4297,-109.2889,NA,3,"AZ"
NA,34.085,-109.4108,NA,7.72,"AZ"
NA,34.0792,-109.4122,NA,0.66,"AZ"
NA,34.0417,-109.4617,NA,0.01,"AZ"
NA,34.0408,-109.4589,NA,0.81,"AZ"
NA,34.0392,-109.4578,NA,0.47,"AZ"
NA,34.0158,-109.4522,NA,0.42,"AZ"
NA,34.0217,-109.4442,NA,0.33,"AZ"
NA,34.0233,-109.4506,NA,0.62,"AZ"
NA,34.0492,-109.5375,NA,0.01,"AZ"
NA,34.0517,-109.5447,NA,0.01,"AZ"
NA,34.0678,-109.5444,NA,0.01,"AZ"
NA,34.0831,-109.5658,NA,0.06,"AZ"
NA,34.0917,-109.5489,NA,0.01,"AZ"
NA,34.0558,-109.5525,NA,0.36,"AZ"
NA,34.0539,-109.5658,NA,0.14,"AZ"
NA,34.2714,-109.9172,NA,0.01,"AZ"
NA,34.3264,-109.9569,NA,0.09,"AZ"
NA,34.3386,-109.9497,NA,0.44,"AZ"
NA,34.3308,-109.9242,NA,0.11,"AZ"
NA,34.3561,-109.9661,NA,0.18,"AZ"
NA,34.3053,-109.9803,NA,0.5,"AZ"
NA,34.2839,-109.8456,NA,0.01,"AZ"
280,34.2586,-109.7831,NA,0.07,"AZ"
NA,34.2483,-109.6928,NA,0.01,"AZ"
NA,34.2281,-109.6894,NA,0.01,"AZ"
NA,34.2008,-109.6622,NA,0.01,"AZ"
NA,34.2006,-109.6639,NA,0.01,"AZ"
NA,34.1772,-109.6283,NA,0.01,"AZ"
NA,34.2586,-109.5058,NA,0.72,"AZ"
NA,34.3069,-109.5231,NA,0.23,"AZ"
NA,34.3575,-109.5433,NA,0.47,"AZ"
NA,34.3683,-109.5669,NA,0.46,"AZ"
NA,34.3267,-109.5719,NA,0.29,"AZ"
NA,34.2972,-109.5706,NA,0.45,"AZ"
NA,34.2686,-109.6753,NA,0.15,"AZ"
NA,34.2597,-109.6644,NA,0.01,"AZ"
NA,34.2772,-109.6606,NA,0.1,"AZ"
NA,34.3008,-109.6567,NA,0.07,"AZ"
NA,34.2714,-109.6611,NA,0.03,"AZ"
NA,34.2719,-109.6981,NA,0.01,"AZ"
320,34.2606,-109.6914,NA,0.17,"AZ"
NA,34.2558,-109.7414,NA,0.18,"AZ"
NA,34.3447,-109.7356,NA,1,"AZ"
NA,34.3383,-109.7236,NA,0.27,"AZ"
NA,34.4086,-109.6639,NA,1.17,"AZ"
NA,34.4422,-109.1183,NA,1.56,"AZ"
NA,34.4992,-109.0906,NA,3.69,"AZ"
NA,34.4519,-109.085,NA,4.29,"AZ"
NA,34.4431,-109.0739,NA,3.2,"AZ"
NA,34.4844,-109.0289,NA,3.47,"NM"
NA,34.5189,-109.0331,NA,4.22,"NM"
NA,34.5375,-109.0172,NA,1.55,"NM"
NA,34.365,-109.3114,NA,0.56,"AZ"
NA,34.4142,-109.4031,NA,0.43,"AZ"
20,34.4333,-109.4114,NA,33.49,"AZ"
NA,34.4169,-109.455,NA,2.44,"AZ"
NA,34.3897,-109.4544,NA,3.19,"AZ"
NA,34.3794,-109.4375,NA,5.22,"AZ"
NA,34.4103,-109.4836,NA,1.89,"AZ"
NA,34.4714,-109.56,NA,1.9,"AZ"
NA,34.4492,-109.5847,NA,1.12,"AZ"
NA,34.44,-109.5844,NA,1.16,"AZ"
NA,34.4658,-109.6175,NA,0.26,"AZ"
NA,34.42,-109.6214,NA,4.1,"AZ"
NA,34.4081,-109.5839,NA,0.41,"AZ"
NA,34.4081,-109.5572,NA,0.31,"AZ"
NA,34.4103,-109.5242,NA,0.19,"AZ"
NA,34.4025,-109.5142,NA,1.07,"AZ"
NA,34.7158,-109.2608,NA,4.17,"AZ"
NA,34.7047,-109.3228,NA,8.58,"AZ"
NA,34.7139,-109.2856,NA,0.84,"AZ"
376,34.2303,-109.7236,NA,0.06,"AZ"
NA,34.2128,-109.7061,NA,0.31,"AZ"
NA,34.1931,-109.7258,NA,0.01,"AZ"
NA,34.1769,-109.7344,NA,0.01,"AZ"
NA,34.1619,-109.7483,NA,0.05,"AZ"
NA,34.1425,-109.7408,NA,0.01,"AZ"
NA,34.1517,-109.7186,NA,0.01,"AZ"
NA,34.1469,-109.6919,NA,0.02,"AZ"
NA,34.2006,-109.69,NA,0.01,"AZ"
NA,34.4511,-109.1892,NA,0.67,"AZ"
NA,34.4042,-109.2217,NA,7.77,"AZ"
NA,34.4961,-109.2264,NA,0.27,"AZ"
NA,34.4817,-109.1981,NA,3.23,"AZ"
NA,34.5133,-109.1578,NA,0.21,"AZ"
NA,34.1144,-109.8425,NA,0.01,"AZ"
NA,34.1322,-109.8103,NA,0.43,"AZ"
NA,34.1442,-109.81,NA,0.42,"AZ"
NA,34.1489,-109.8022,NA,0.32,"AZ"
NA,34.1556,-109.7964,NA,0.01,"AZ"
NA,34.1583,-109.8014,NA,0.01,"AZ"
NA,34.1483,-109.7728,NA,0.01,"AZ"
NA,34.1828,-109.7842,NA,0.41,"AZ"
NA,34.2208,-109.8528,NA,0.39,"AZ"
NA,34.0019,-109.9133,NA,4.2,"AZ"
NA,34.0164,-109.9292,NA,4.92,"AZ"
NA,34.0078,-109.8733,NA,2.51,"AZ"
NA,34.0406,-109.8619,NA,0.07,"AZ"
NA,34.0317,-109.8519,NA,0.31,"AZ"
NA,34.0303,-109.8267,NA,0.92,"AZ"
NA,34.0383,-109.8417,NA,2.21,"AZ"
NA,34.0422,-109.7853,NA,0.15,"AZ"
NA,34.0444,-109.7847,NA,0.01,"AZ"
NA,34.0228,-109.7675,NA,0.03,"AZ"
NA,34.0294,-109.735,NA,0.01,"AZ"
NA,34.0144,-109.7308,NA,0.27,"AZ"
NA,34.0114,-109.7317,NA,0.57,"AZ"
NA,34.0606,-109.7233,NA,0.28,"AZ"
NA,34.0475,-109.6689,NA,0.01,"AZ"
NA,34.0511,-109.6714,NA,0.01,"AZ"
NA,34.0631,-109.6717,NA,0.03,"AZ"
NA,34.0906,-109.6614,NA,0.01,"AZ"
NA,34.0628,-109.6275,NA,0.01,"AZ"
NA,34.0806,-109.6414,NA,0.01,"AZ"
NA,34.0761,-109.8439,NA,0.01,"AZ"
NA,34.0819,-109.7842,NA,0.05,"AZ"
NA,34.0922,-109.7814,NA,0.02,"AZ"
NA,34.0567,-109.7719,NA,0.01,"AZ"
NA,34.0539,-109.7311,NA,0.02,"AZ"
NA,34.0406,-109.6681,NA,0.06,"AZ"
NA,34.0361,-109.6642,NA,0.14,"AZ"
NA,34.0761,-109.6069,NA,0.03,"AZ"
NA,34.0411,-109.6114,NA,0.07,"AZ"
NA,34.0639,-109.5867,NA,0.06,"AZ"
NA,34.0344,-109.5344,NA,0.01,"AZ"
NA,34.0314,-109.5822,NA,0.01,"AZ"
NA,34.0028,-109.5664,NA,0.07,"AZ"
NA,34.0439,-109.6964,NA,0.01,"AZ"
NA,34.0728,-109.7339,NA,0.02,"AZ"
NA,34.1183,-109.7178,NA,0.01,"AZ"
NA,34.1144,-109.6964,NA,0.03,"AZ"
NA,34.1147,-109.6981,NA,0.01,"AZ"
NA,34.0822,-109.9047,NA,0.01,"AZ"
NA,34.1081,-109.9975,NA,3.26,"AZ"
NA,34.1533,-109.9633,NA,0.01,"AZ"
NA,34.0847,-109.9442,NA,0.03,"AZ"
NA,34.1694,-109.88,NA,0.01,"AZ"
NA,34.155,-109.8764,NA,0.11,"AZ"
NA,34.1575,-109.8797,NA,0.01,"AZ"
NA,34.1419,-109.8717,NA,0.01,"AZ"
NA,34.1386,-109.8717,NA,0.01,"AZ"
NA,34.1453,-109.8711,NA,0.01,"AZ"
NA,34.1306,-109.8992,NA,0.01,"AZ"
NA,34.1369,-109.8967,NA,0.01,"AZ"
NA,34.8006,-109.4069,NA,4.57,"AZ"
NA,34.8322,-109.4206,NA,2.83,"AZ"
NA,34.8625,-109.4181,5.07,5.07,"AZ"
NA,34.7831,-109.4769,5.78,5.78,"AZ"
NA,34.8564,-109.4697,NA,10.44,"AZ"
NA,34.6931,-109.4739,NA,13.86,"AZ"
NA,34.6833,-109.3981,NA,4.63,"AZ"
NA,34.7086,-109.3778,NA,7.31,"AZ"
NA,34.6669,-109.3783,NA,9.21,"AZ"
NA,34.835,-109.3447,NA,1.54,"AZ"
NA,34.87,-109.3186,NA,5.23,"AZ"
NA,34.8531,-109.2903,NA,4.13,"AZ"
NA,34.7206,-109.2694,NA,5.16,"AZ"
NA,34.6719,-109.2689,NA,4.62,"AZ"
NA,34.6794,-109.3128,NA,18.5,"AZ"
NA,34.6608,-109.3533,NA,5.45,"AZ"
NA,34.4089,-109.4128,NA,6.48,"AZ"
NA,34.4614,-109.3919,NA,25.98,"AZ"
NA,34.6256,-109.3706,NA,4.01,"AZ"
NA,34.6192,-109.3222,NA,5.95,"AZ"
NA,34.6119,-109.2542,NA,21.05,"AZ"
NA,34.6044,-109.4033,NA,3.73,"AZ"
NA,34.5956,-109.4425,NA,16.9,"AZ"
NA,34.5975,-109.4775,NA,9.54,"AZ"
