+ Fold01: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
   420        0.3379            -nan     0.0060   -0.0008
   440        0.3295            -nan     0.0060   -0.0004
   460        0.3214            -nan     0.0060   -0.0006
   480        0.3137            -nan     0.0060   -0.0004
   500        0.3061            -nan     0.0060   -0.0007

- Fold08: shrinkage=0.006, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.006, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0152
     2        1.0890            -nan     0.0060    0.0160
     3        1.0794            -nan     0.0060    0.0144
     4        1.0702            -nan     0.0060    0.0142
     5        1.0615            -nan     0.0060    0.0139
     6        1.0526            -nan     0.0060    0.0134
     7        1.0435            -nan     0.0060    0.0138
     8        1.0350            -nan     0.0060    0.0115
     9        1.0268            -nan     0.0060    0.0122
    10        1.0188            -nan     0.0060    0.0127
    20        0.9426            -nan     0.0060    0.0084
    40        0.8213            -nan     0.0060    0.0070
    60        0.7302            -nan     0.0060    0.0055
    80        0.6596            -nan     0.0060    0.0034
   100        0.6043            -nan     0.0060    0.0023
   120        0.5582            -nan     0.0060    0.0013
   140        0.5203            -nan     0.0060    0.0011
   160        0.4889            -nan     0.0060    0.0009
   180        0.4614            -nan     0.0060    0.0000
   200        0.4379            -nan     0.0060   -0.0001
   220        0.4172            -nan     0.0060   -0.0000
   240        0.3991            -nan     0.0060   -0.0001
   260        0.3826            -nan     0.0060   -0.0005
   280        0.3670            -nan     0.0060   -0.0002
   300        0.3533            -nan     0.0060   -0.0006
   320        0.3404            -nan     0.0060   -0.0003
   340        0.3284            -nan     0.0060   -0.0003
   360        0.3171            -nan     0.0060   -0.0005
   380        0.3060            -nan     0.0060   -0.0003
   400        0.2963            -nan     0.0060   -0.0005
   420        0.2870            -nan     0.0060   -0.0005
   440        0.2777            -nan     0.0060   -0.0005
   460        0.2688            -nan     0.0060   -0.0005
   480        0.2608            -nan     0.0060   -0.0006
   500        0.2533            -nan     0.0060   -0.0007

- Fold08: shrinkage=0.006, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.006, interaction.depth=10, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0144
     2        1.0887            -nan     0.0060    0.0142
     3        1.0789            -nan     0.0060    0.0159
     4        1.0689            -nan     0.0060    0.0134
     5        1.0598            -nan     0.0060    0.0136
     6        1.0504            -nan     0.0060    0.0132
     7        1.0415            -nan     0.0060    0.0135
     8        1.0319            -nan     0.0060    0.0126
     9        1.0235            -nan     0.0060    0.0124
    10        1.0151            -nan     0.0060    0.0122
    20        0.9364            -nan     0.0060    0.0111
    40        0.8095            -nan     0.0060    0.0075
    60        0.7141            -nan     0.0060    0.0055
    80        0.6404            -nan     0.0060    0.0036
   100        0.5815            -nan     0.0060    0.0022
   120        0.5349            -nan     0.0060    0.0013
   140        0.4952            -nan     0.0060    0.0016
   160        0.4616            -nan     0.0060    0.0006
   180        0.4338            -nan     0.0060    0.0005
   200        0.4090            -nan     0.0060   -0.0003
   220        0.3871            -nan     0.0060   -0.0001
   240        0.3674            -nan     0.0060   -0.0005
   260        0.3495            -nan     0.0060   -0.0003
   280        0.3335            -nan     0.0060   -0.0003
   300        0.3185            -nan     0.0060   -0.0006
   320        0.3056            -nan     0.0060   -0.0009
   340        0.2934            -nan     0.0060   -0.0006
   360        0.2816            -nan     0.0060   -0.0006
   380        0.2702            -nan     0.0060   -0.0007
   400        0.2605            -nan     0.0060   -0.0006
   420        0.2509            -nan     0.0060   -0.0005
   440        0.2415            -nan     0.0060   -0.0007
   460        0.2330            -nan     0.0060   -0.0005
   480        0.2249            -nan     0.0060   -0.0006
   500        0.2168            -nan     0.0060   -0.0006

- Fold08: shrinkage=0.006, interaction.depth=10, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.006, interaction.depth=12, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0155
     2        1.0879            -nan     0.0060    0.0143
     3        1.0779            -nan     0.0060    0.0147
     4        1.0678            -nan     0.0060    0.0155
     5        1.0579            -nan     0.0060    0.0138
     6        1.0481            -nan     0.0060    0.0144
     7        1.0390            -nan     0.0060    0.0133
     8        1.0298            -nan     0.0060    0.0124
     9        1.0210            -nan     0.0060    0.0135
    10        1.0121            -nan     0.0060    0.0126
    20        0.9321            -nan     0.0060    0.0104
    40        0.8016            -nan     0.0060    0.0066
    60        0.7038            -nan     0.0060    0.0047
    80        0.6276            -nan     0.0060    0.0031
   100        0.5673            -nan     0.0060    0.0019
   120        0.5186            -nan     0.0060    0.0019
   140        0.4766            -nan     0.0060    0.0002
   160        0.4422            -nan     0.0060    0.0009
   180        0.4122            -nan     0.0060    0.0002
   200        0.3866            -nan     0.0060    0.0002
   220        0.3638            -nan     0.0060   -0.0005
   240        0.3436            -nan     0.0060   -0.0008
   260        0.3257            -nan     0.0060   -0.0004
   280        0.3088            -nan     0.0060   -0.0001
   300        0.2934            -nan     0.0060   -0.0005
   320        0.2794            -nan     0.0060   -0.0003
   340        0.2670            -nan     0.0060   -0.0002
   360        0.2549            -nan     0.0060   -0.0007
   380        0.2435            -nan     0.0060   -0.0007
   400        0.2332            -nan     0.0060   -0.0006
   420        0.2236            -nan     0.0060   -0.0006
   440        0.2145            -nan     0.0060   -0.0005
   460        0.2063            -nan     0.0060   -0.0007
   480        0.1986            -nan     0.0060   -0.0007
   500        0.1913            -nan     0.0060   -0.0005

- Fold08: shrinkage=0.006, interaction.depth=12, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.006, interaction.depth=14, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0158
     2        1.0884            -nan     0.0060    0.0162
     3        1.0780            -nan     0.0060    0.0144
     4        1.0680            -nan     0.0060    0.0144
     5        1.0583            -nan     0.0060    0.0147
     6        1.0487            -nan     0.0060    0.0150
     7        1.0389            -nan     0.0060    0.0130
     8        1.0300            -nan     0.0060    0.0128
     9        1.0210            -nan     0.0060    0.0127
    10        1.0120            -nan     0.0060    0.0132
    20        0.9287            -nan     0.0060    0.0104
    40        0.7981            -nan     0.0060    0.0073
    60        0.6980            -nan     0.0060    0.0041
    80        0.6206            -nan     0.0060    0.0043
   100        0.5593            -nan     0.0060    0.0022
   120        0.5085            -nan     0.0060    0.0015
   140        0.4655            -nan     0.0060    0.0010
   160        0.4302            -nan     0.0060    0.0007
   180        0.4004            -nan     0.0060    0.0004
   200        0.3741            -nan     0.0060    0.0000
   220        0.3510            -nan     0.0060   -0.0006
   240        0.3302            -nan     0.0060   -0.0001
   260        0.3110            -nan     0.0060   -0.0006
   280        0.2938            -nan     0.0060   -0.0007
   300        0.2780            -nan     0.0060   -0.0010
   320        0.2640            -nan     0.0060   -0.0008
   340        0.2508            -nan     0.0060   -0.0008
   360        0.2383            -nan     0.0060   -0.0006
   380        0.2274            -nan     0.0060   -0.0008
   400        0.2165            -nan     0.0060   -0.0009
   420        0.2068            -nan     0.0060   -0.0007
   440        0.1979            -nan     0.0060   -0.0010
   460        0.1892            -nan     0.0060   -0.0006
   480        0.1812            -nan     0.0060   -0.0007
   500        0.1736            -nan     0.0060   -0.0008

- Fold08: shrinkage=0.006, interaction.depth=14, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.006, interaction.depth=16, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0150
     2        1.0883            -nan     0.0060    0.0159
     3        1.0781            -nan     0.0060    0.0140
     4        1.0681            -nan     0.0060    0.0142
     5        1.0585            -nan     0.0060    0.0142
     6        1.0487            -nan     0.0060    0.0137
     7        1.0391            -nan     0.0060    0.0133
     8        1.0300            -nan     0.0060    0.0137
     9        1.0206            -nan     0.0060    0.0128
    10        1.0116            -nan     0.0060    0.0125
    20        0.9283            -nan     0.0060    0.0113
    40        0.7972            -nan     0.0060    0.0069
    60        0.6966            -nan     0.0060    0.0044
    80        0.6179            -nan     0.0060    0.0041
   100        0.5535            -nan     0.0060    0.0017
   120        0.5025            -nan     0.0060    0.0015
   140        0.4593            -nan     0.0060    0.0013
   160        0.4218            -nan     0.0060    0.0002
   180        0.3909            -nan     0.0060    0.0001
   200        0.3634            -nan     0.0060   -0.0002
   220        0.3388            -nan     0.0060   -0.0002
   240        0.3173            -nan     0.0060   -0.0004
   260        0.2978            -nan     0.0060   -0.0003
   280        0.2808            -nan     0.0060   -0.0006
   300        0.2647            -nan     0.0060   -0.0006
   320        0.2500            -nan     0.0060   -0.0009
   340        0.2368            -nan     0.0060   -0.0006
   360        0.2238            -nan     0.0060   -0.0007
   380        0.2125            -nan     0.0060   -0.0007
   400        0.2017            -nan     0.0060   -0.0009
   420        0.1924            -nan     0.0060   -0.0007
   440        0.1830            -nan     0.0060   -0.0007
   460        0.1741            -nan     0.0060   -0.0007
   480        0.1660            -nan     0.0060   -0.0006
   500        0.1585            -nan     0.0060   -0.0005

- Fold08: shrinkage=0.006, interaction.depth=16, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0184
     2        1.0877            -nan     0.0080    0.0177
     3        1.0770            -nan     0.0080    0.0169
     4        1.0668            -nan     0.0080    0.0169
     5        1.0573            -nan     0.0080    0.0161
     6        1.0482            -nan     0.0080    0.0147
     7        1.0390            -nan     0.0080    0.0159
     8        1.0301            -nan     0.0080    0.0149
     9        1.0215            -nan     0.0080    0.0130
    10        1.0133            -nan     0.0080    0.0138
    20        0.9385            -nan     0.0080    0.0107
    40        0.8301            -nan     0.0080    0.0070
    60        0.7563            -nan     0.0080    0.0042
    80        0.7051            -nan     0.0080    0.0024
   100        0.6690            -nan     0.0080    0.0016
   120        0.6414            -nan     0.0080    0.0015
   140        0.6194            -nan     0.0080    0.0005
   160        0.6012            -nan     0.0080    0.0006
   180        0.5853            -nan     0.0080    0.0001
   200        0.5719            -nan     0.0080   -0.0004
   220        0.5593            -nan     0.0080    0.0003
   240        0.5479            -nan     0.0080    0.0003
   260        0.5372            -nan     0.0080   -0.0001
   280        0.5276            -nan     0.0080   -0.0003
   300        0.5182            -nan     0.0080   -0.0003
   320        0.5096            -nan     0.0080   -0.0005
   340        0.5012            -nan     0.0080   -0.0008
   360        0.4931            -nan     0.0080   -0.0001
   380        0.4855            -nan     0.0080   -0.0003
   400        0.4789            -nan     0.0080   -0.0004
   420        0.4718            -nan     0.0080   -0.0001
   440        0.4650            -nan     0.0080   -0.0005
   460        0.4587            -nan     0.0080   -0.0006
   480        0.4527            -nan     0.0080   -0.0006
   500        0.4468            -nan     0.0080   -0.0007

- Fold08: shrinkage=0.008, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0188
     2        1.0876            -nan     0.0080    0.0178
     3        1.0763            -nan     0.0080    0.0187
     4        1.0654            -nan     0.0080    0.0179
     5        1.0546            -nan     0.0080    0.0164
     6        1.0443            -nan     0.0080    0.0175
     7        1.0339            -nan     0.0080    0.0147
     8        1.0238            -nan     0.0080    0.0155
     9        1.0144            -nan     0.0080    0.0149
    10        1.0050            -nan     0.0080    0.0154
    20        0.9211            -nan     0.0080    0.0104
    40        0.7979            -nan     0.0080    0.0067
    60        0.7126            -nan     0.0080    0.0049
    80        0.6521            -nan     0.0080    0.0029
   100        0.6067            -nan     0.0080    0.0020
   120        0.5707            -nan     0.0080    0.0002
   140        0.5426            -nan     0.0080    0.0006
   160        0.5188            -nan     0.0080    0.0001
   180        0.4983            -nan     0.0080    0.0000
   200        0.4805            -nan     0.0080   -0.0001
   220        0.4642            -nan     0.0080   -0.0003
   240        0.4496            -nan     0.0080   -0.0005
   260        0.4360            -nan     0.0080   -0.0003
   280        0.4240            -nan     0.0080   -0.0007
   300        0.4128            -nan     0.0080   -0.0006
   320        0.4021            -nan     0.0080   -0.0005
   340        0.3925            -nan     0.0080   -0.0006
   360        0.3823            -nan     0.0080   -0.0006
   380        0.3738            -nan     0.0080   -0.0007
   400        0.3650            -nan     0.0080   -0.0005
   420        0.3566            -nan     0.0080   -0.0006
   440        0.3488            -nan     0.0080   -0.0008
   460        0.3413            -nan     0.0080   -0.0004
   480        0.3345            -nan     0.0080   -0.0008
   500        0.3275            -nan     0.0080   -0.0006

- Fold08: shrinkage=0.008, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0185
     2        1.0867            -nan     0.0080    0.0184
     3        1.0741            -nan     0.0080    0.0187
     4        1.0630            -nan     0.0080    0.0170
     5        1.0519            -nan     0.0080    0.0174
     6        1.0407            -nan     0.0080    0.0159
     7        1.0303            -nan     0.0080    0.0174
     8        1.0197            -nan     0.0080    0.0162
     9        1.0092            -nan     0.0080    0.0144
    10        0.9992            -nan     0.0080    0.0152
    20        0.9088            -nan     0.0080    0.0118
    40        0.7764            -nan     0.0080    0.0067
    60        0.6836            -nan     0.0080    0.0052
    80        0.6147            -nan     0.0080    0.0028
   100        0.5633            -nan     0.0080    0.0014
   120        0.5236            -nan     0.0080    0.0012
   140        0.4907            -nan     0.0080    0.0004
   160        0.4635            -nan     0.0080   -0.0003
   180        0.4405            -nan     0.0080   -0.0001
   200        0.4194            -nan     0.0080   -0.0002
   220        0.4015            -nan     0.0080   -0.0005
   240        0.3850            -nan     0.0080   -0.0003
   260        0.3697            -nan     0.0080   -0.0003
   280        0.3560            -nan     0.0080   -0.0007
   300        0.3435            -nan     0.0080   -0.0005
   320        0.3317            -nan     0.0080   -0.0008
   340        0.3206            -nan     0.0080   -0.0002
   360        0.3095            -nan     0.0080   -0.0007
   380        0.2998            -nan     0.0080   -0.0007
   400        0.2909            -nan     0.0080   -0.0011
   420        0.2818            -nan     0.0080   -0.0007
   440        0.2731            -nan     0.0080   -0.0007
   460        0.2655            -nan     0.0080   -0.0008
   480        0.2577            -nan     0.0080   -0.0010
   500        0.2504            -nan     0.0080   -0.0008

- Fold08: shrinkage=0.008, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0191
     2        1.0858            -nan     0.0080    0.0191
     3        1.0732            -nan     0.0080    0.0191
     4        1.0611            -nan     0.0080    0.0178
     5        1.0489            -nan     0.0080    0.0175
     6        1.0374            -nan     0.0080    0.0184
     7        1.0255            -nan     0.0080    0.0174
     8        1.0143            -nan     0.0080    0.0159
     9        1.0037            -nan     0.0080    0.0159
    10        0.9930            -nan     0.0080    0.0165
    20        0.8993            -nan     0.0080    0.0116
    40        0.7578            -nan     0.0080    0.0075
    60        0.6587            -nan     0.0080    0.0044
    80        0.5870            -nan     0.0080    0.0026
   100        0.5319            -nan     0.0080    0.0014
   120        0.4887            -nan     0.0080    0.0007
   140        0.4530            -nan     0.0080    0.0003
   160        0.4248            -nan     0.0080   -0.0003
   180        0.3999            -nan     0.0080   -0.0001
   200        0.3785            -nan     0.0080   -0.0009
   220        0.3586            -nan     0.0080   -0.0008
   240        0.3416            -nan     0.0080   -0.0008
   260        0.3259            -nan     0.0080   -0.0008
   280        0.3117            -nan     0.0080   -0.0008
   300        0.2974            -nan     0.0080   -0.0008
   320        0.2853            -nan     0.0080   -0.0004
   340        0.2730            -nan     0.0080   -0.0010
   360        0.2624            -nan     0.0080   -0.0007
   380        0.2526            -nan     0.0080   -0.0008
   400        0.2427            -nan     0.0080   -0.0007
   420        0.2337            -nan     0.0080   -0.0009
   440        0.2252            -nan     0.0080   -0.0008
   460        0.2172            -nan     0.0080   -0.0010
   480        0.2097            -nan     0.0080   -0.0010
   500        0.2026            -nan     0.0080   -0.0007

- Fold08: shrinkage=0.008, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth=10, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0197
     2        1.0855            -nan     0.0080    0.0205
     3        1.0726            -nan     0.0080    0.0202
     4        1.0593            -nan     0.0080    0.0192
     5        1.0466            -nan     0.0080    0.0191
     6        1.0343            -nan     0.0080    0.0164
     7        1.0227            -nan     0.0080    0.0172
     8        1.0109            -nan     0.0080    0.0167
     9        0.9995            -nan     0.0080    0.0155
    10        0.9882            -nan     0.0080    0.0158
    20        0.8908            -nan     0.0080    0.0119
    40        0.7456            -nan     0.0080    0.0075
    60        0.6425            -nan     0.0080    0.0052
    80        0.5673            -nan     0.0080    0.0025
   100        0.5098            -nan     0.0080    0.0006
   120        0.4650            -nan     0.0080    0.0014
   140        0.4269            -nan     0.0080    0.0005
   160        0.3954            -nan     0.0080   -0.0003
   180        0.3679            -nan     0.0080   -0.0005
   200        0.3446            -nan     0.0080   -0.0009
   220        0.3245            -nan     0.0080   -0.0009
   240        0.3064            -nan     0.0080   -0.0010
   260        0.2891            -nan     0.0080   -0.0009
   280        0.2740            -nan     0.0080   -0.0011
   300        0.2606            -nan     0.0080   -0.0007
   320        0.2478            -nan     0.0080   -0.0006
   340        0.2355            -nan     0.0080   -0.0006
   360        0.2247            -nan     0.0080   -0.0008
   380        0.2142            -nan     0.0080   -0.0009
   400        0.2049            -nan     0.0080   -0.0006
   420        0.1961            -nan     0.0080   -0.0009
   440        0.1881            -nan     0.0080   -0.0007
   460        0.1807            -nan     0.0080   -0.0011
   480        0.1738            -nan     0.0080   -0.0009
   500        0.1674            -nan     0.0080   -0.0006

- Fold08: shrinkage=0.008, interaction.depth=10, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth=12, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0221
     2        1.0844            -nan     0.0080    0.0203
     3        1.0711            -nan     0.0080    0.0188
     4        1.0583            -nan     0.0080    0.0195
     5        1.0455            -nan     0.0080    0.0176
     6        1.0332            -nan     0.0080    0.0176
     7        1.0211            -nan     0.0080    0.0179
     8        1.0093            -nan     0.0080    0.0179
     9        0.9972            -nan     0.0080    0.0163
    10        0.9860            -nan     0.0080    0.0142
    20        0.8851            -nan     0.0080    0.0127
    40        0.7353            -nan     0.0080    0.0063
    60        0.6306            -nan     0.0080    0.0041
    80        0.5528            -nan     0.0080    0.0025
   100        0.4928            -nan     0.0080    0.0021
   120        0.4450            -nan     0.0080    0.0008
   140        0.4059            -nan     0.0080   -0.0004
   160        0.3736            -nan     0.0080   -0.0007
   180        0.3464            -nan     0.0080   -0.0006
   200        0.3212            -nan     0.0080   -0.0007
   220        0.3006            -nan     0.0080   -0.0008
   240        0.2820            -nan     0.0080   -0.0007
   260        0.2652            -nan     0.0080   -0.0007
   280        0.2499            -nan     0.0080   -0.0009
   300        0.2370            -nan     0.0080   -0.0007
   320        0.2237            -nan     0.0080   -0.0007
   340        0.2119            -nan     0.0080   -0.0008
   360        0.2011            -nan     0.0080   -0.0009
   380        0.1909            -nan     0.0080   -0.0009
   400        0.1811            -nan     0.0080   -0.0010
   420        0.1726            -nan     0.0080   -0.0006
   440        0.1645            -nan     0.0080   -0.0007
   460        0.1570            -nan     0.0080   -0.0009
   480        0.1499            -nan     0.0080   -0.0007
   500        0.1430            -nan     0.0080   -0.0008

- Fold08: shrinkage=0.008, interaction.depth=12, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth=14, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0204
     2        1.0849            -nan     0.0080    0.0202
     3        1.0714            -nan     0.0080    0.0183
     4        1.0585            -nan     0.0080    0.0178
     5        1.0457            -nan     0.0080    0.0177
     6        1.0333            -nan     0.0080    0.0181
     7        1.0210            -nan     0.0080    0.0162
     8        1.0096            -nan     0.0080    0.0175
     9        0.9973            -nan     0.0080    0.0178
    10        0.9853            -nan     0.0080    0.0167
    20        0.8834            -nan     0.0080    0.0128
    40        0.7317            -nan     0.0080    0.0078
    60        0.6242            -nan     0.0080    0.0043
    80        0.5446            -nan     0.0080    0.0031
   100        0.4825            -nan     0.0080    0.0021
   120        0.4329            -nan     0.0080    0.0008
   140        0.3921            -nan     0.0080   -0.0003
   160        0.3582            -nan     0.0080   -0.0002
   180        0.3281            -nan     0.0080   -0.0006
   200        0.3034            -nan     0.0080   -0.0005
   220        0.2819            -nan     0.0080   -0.0009
   240        0.2622            -nan     0.0080   -0.0011
   260        0.2446            -nan     0.0080   -0.0006
   280        0.2289            -nan     0.0080   -0.0009
   300        0.2148            -nan     0.0080   -0.0010
   320        0.2019            -nan     0.0080   -0.0008
   340        0.1901            -nan     0.0080   -0.0007
   360        0.1796            -nan     0.0080   -0.0008
   380        0.1699            -nan     0.0080   -0.0008
   400        0.1609            -nan     0.0080   -0.0009
   420        0.1526            -nan     0.0080   -0.0009
   440        0.1446            -nan     0.0080   -0.0007
   460        0.1374            -nan     0.0080   -0.0009
   480        0.1302            -nan     0.0080   -0.0007
   500        0.1242            -nan     0.0080   -0.0008

- Fold08: shrinkage=0.008, interaction.depth=14, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.008, interaction.depth=16, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0080    0.0195
     2        1.0848            -nan     0.0080    0.0198
     3        1.0717            -nan     0.0080    0.0199
     4        1.0584            -nan     0.0080    0.0186
     5        1.0456            -nan     0.0080    0.0192
     6        1.0324            -nan     0.0080    0.0173
     7        1.0198            -nan     0.0080    0.0165
     8        1.0081            -nan     0.0080    0.0150
     9        0.9968            -nan     0.0080    0.0151
    10        0.9854            -nan     0.0080    0.0159
    20        0.8830            -nan     0.0080    0.0142
    40        0.7281            -nan     0.0080    0.0088
    60        0.6187            -nan     0.0080    0.0058
    80        0.5375            -nan     0.0080    0.0026
   100        0.4732            -nan     0.0080    0.0014
   120        0.4230            -nan     0.0080    0.0011
   140        0.3814            -nan     0.0080   -0.0000
   160        0.3472            -nan     0.0080    0.0000
   180        0.3176            -nan     0.0080   -0.0005
   200        0.2925            -nan     0.0080   -0.0010
   220        0.2693            -nan     0.0080   -0.0009
   240        0.2499            -nan     0.0080   -0.0008
   260        0.2318            -nan     0.0080   -0.0005
   280        0.2161            -nan     0.0080   -0.0007
   300        0.2016            -nan     0.0080   -0.0006
   320        0.1885            -nan     0.0080   -0.0009
   340        0.1766            -nan     0.0080   -0.0010
   360        0.1656            -nan     0.0080   -0.0010
   380        0.1557            -nan     0.0080   -0.0010
   400        0.1463            -nan     0.0080   -0.0011
   420        0.1382            -nan     0.0080   -0.0006
   440        0.1307            -nan     0.0080   -0.0005
   460        0.1236            -nan     0.0080   -0.0007
   480        0.1172            -nan     0.0080   -0.0007
   500        0.1109            -nan     0.0080   -0.0008

- Fold08: shrinkage=0.008, interaction.depth=16, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.010, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0100    0.0228
     2        1.0849            -nan     0.0100    0.0218
     3        1.0730            -nan     0.0100    0.0198
     4        1.0614            -nan     0.0100    0.0203
     5        1.0498            -nan     0.0100    0.0195
     6        1.0382            -nan     0.0100    0.0185
     7        1.0270            -nan     0.0100    0.0181
     8        1.0159            -nan     0.0100    0.0181
     9        1.0053            -nan     0.0100    0.0177
    10        0.9956            -nan     0.0100    0.0157
    20        0.9093            -nan     0.0100    0.0120
    40        0.7911            -nan     0.0100    0.0068
    60        0.7188            -nan     0.0100    0.0031
    80        0.6710            -nan     0.0100    0.0017
   100        0.6372            -nan     0.0100    0.0007
   120        0.6125            -nan     0.0100    0.0009
   140        0.5919            -nan     0.0100   -0.0001
   160        0.5747            -nan     0.0100    0.0001
   180        0.5586            -nan     0.0100   -0.0004
   200        0.5447            -nan     0.0100   -0.0001
   220        0.5318            -nan     0.0100   -0.0003
   240        0.5195            -nan     0.0100   -0.0007
   260        0.5085            -nan     0.0100    0.0000
   280        0.4983            -nan     0.0100   -0.0002
   300        0.4893            -nan     0.0100   -0.0005
   320        0.4804            -nan     0.0100   -0.0005
   340        0.4721            -nan     0.0100   -0.0008
   360        0.4642            -nan     0.0100   -0.0004
   380        0.4566            -nan     0.0100   -0.0001
   400        0.4491            -nan     0.0100   -0.0009
   420        0.4431            -nan     0.0100   -0.0006
   440        0.4365            -nan     0.0100   -0.0008
   460        0.4305            -nan     0.0100   -0.0004
   480        0.4242            -nan     0.0100   -0.0005
   500        0.4178            -nan     0.0100   -0.0006

- Fold08: shrinkage=0.010, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.010, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0100    0.0234
     2        1.0840            -nan     0.0100    0.0229
     3        1.0704            -nan     0.0100    0.0222
     4        1.0570            -nan     0.0100    0.0212
     5        1.0434            -nan     0.0100    0.0204
     6        1.0308            -nan     0.0100    0.0204
     7        1.0189            -nan     0.0100    0.0195
     8        1.0068            -nan     0.0100    0.0189
     9        0.9951            -nan     0.0100    0.0176
    10        0.9839            -nan     0.0100    0.0167
    20        0.8890            -nan     0.0100    0.0124
    40        0.7538            -nan     0.0100    0.0064
    60        0.6686            -nan     0.0100    0.0048
    80        0.6087            -nan     0.0100    0.0018
   100        0.5664            -nan     0.0100    0.0012
   120        0.5324            -nan     0.0100    0.0006
   140        0.5058            -nan     0.0100   -0.0000
   160        0.4841            -nan     0.0100    0.0002
   180        0.4637            -nan     0.0100    0.0001
   200        0.4455            -nan     0.0100   -0.0003
   220        0.4298            -nan     0.0100   -0.0004
   240        0.4151            -nan     0.0100   -0.0009
   260        0.4020            -nan     0.0100   -0.0010
   280        0.3895            -nan     0.0100   -0.0004
   300        0.3785            -nan     0.0100   -0.0004
   320        0.3672            -nan     0.0100   -0.0007
   340        0.3561            -nan     0.0100   -0.0009
   360        0.3468            -nan     0.0100   -0.0007
   380        0.3369            -nan     0.0100   -0.0008
   400        0.3280            -nan     0.0100   -0.0010
   420        0.3187            -nan     0.0100   -0.0011
   440        0.3107            -nan     0.0100   -0.0005
   460        0.3031            -nan     0.0100   -0.0010
   480        0.2959            -nan     0.0100   -0.0008
   500        0.2885            -nan     0.0100   -0.0006

- Fold08: shrinkage=0.010, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
+ Fold08: shrinkage=0.010, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0100    0.0237
     2        1.0833            -nan     0.0100    0.0231
     3        1.0682            -nan     0.0100    0.0235
     4        1.0534            -nan     0.0100    0.0211
