"","OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_Calcite_7_16","AM_A_Ca_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_Kaolinit_7_16","AM_A_K_7_17","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_P_7_17","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Serpent_7_16","AM_A_Se_7_18","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_S_7_17","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","LM_C_Zn_7_18","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Dolomite_7_19","LM_C_Gibbsite_7_19","bfi48grd","PRISM_30yrNorm","Best_Guess__ac_","GENERALIZE_Igneous_volcanic","GENERALIZE_Sedimentary_clastic","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Igneous_and_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Residual_materials_developed_in_fine.grained_sedimentary_rocks","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Playa_sediments","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin","US_L3NAME_Arizona.New_Mexico_Mountains","US_L3NAME_Arizona.New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","As3Cat","trainCat3"
"718",718,"As","Dissolved",14.6,8321,3055,925,14.9061346,0,0.0130744,2.3964629,2.2489288,0.1549154,106.9941864,9.1891918,35.9708405,6.0686235,13.9770527,0.3099786,0.5382916,0.0675344,3.0798707,18.4377632,0,0,0.0420346,0,0.0387256,1.6299506,0.1608818,2.4875913,51.5919342,21.9690838,0.7804735,536.5310669,0.8148791,1.4948618,19.5261574,17.5378819,0,24.1274662,0,0,634.9963379,39.7266617,115.0500107,0.4374488,11.2928009,0,0.2043484,2.7041523,181.4747467,0.0142695,0,0.1,21.0390472,0.3022095,0.7123067,7.9173098,0.7461618,2.442687,9.166935,34.9302635,14.5698357,19.7637081,0,2.8175762,50.4230919,1.9368186,31.118536,57.8910141,4.2705116,0.1326606,96.4915771,8.3999023,31.4066753,5.0322032,0.9357739,16.0225811,2.7660158,14.8309355,0.0362854,2.0535769,46.8829842,22.7118053,0.7376767,459.1450806,0.7913979,1.5394982,13.8564577,15.9845848,544.3822632,19.5829201,90.8078766,0.0165345,0.4013291,10.4312086,0.2,2.6890535,193.1799469,0.1,17.6476765,0.3173167,0.529625,2.4734781,54.2992821,3.211694,26.7879734,54.7355881,1,5.9373617,3.5254536,719.7902832,2.187849,0.2547629,1.7924558,0.1248978,99.5173569,8.2173824,37.1375275,5.6521177,13.4977407,3.1324146,15.7638493,0.0302509,0.0694262,2.5477166,46.8282814,20.2513809,0.7206214,510.9014282,0.8857886,1.5581467,18.9722939,16.4204216,700.1566772,25.0726471,101.1558685,0.0143335,0.4011587,11.2003088,0.2,3.1024849,181.9954071,0.1,19.5245399,0.3014775,0.6464477,2.7563152,52.5364494,2.0775514,29.5569935,57.0344582,7.9439397,0,0,0.0660717,0,1.4596921,0.2372338,0,0.1214243,36.0610771,0,7.4549608,0.8443503,7.3895431,35.276226,13.4474716,12.7344723,0,0,0.8961089,0.0315281,0,16,214.9076996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,1
"719",719,"As","Dissolved",7,50236,4302,385,18.5098934,0,0.0137364,6.5637298,4.0051847,0.2106087,85.8225708,10.0277138,39.9856987,5.6628971,17.7286396,0.8546955,1.5676166,0.3612866,2.8674138,15.1813898,0,0,0.1131752,0,0.0193358,1.0939149,0.2935573,1.9924664,42.7820816,20.857872,0.7467831,518.342041,0.9189857,1.0353005,17.151226,18.3351841,0,20.771431,0.0133396,0.1333094,785.7243042,40.4477959,93.2676086,0.5877279,9.2671185,0,0.2168801,2.3315806,173.3030701,0.0191425,0,0.1,14.2250395,0.3165666,0.5755876,7.8560119,0.3716037,6.9532614,8.4226217,23.9606609,9.6487989,14.5490417,0,2.5720179,51.9547844,1.7699326,28.0028343,56.6427803,7.2363324,0.1399901,73.3832855,8.537221,33.5815926,5,2.7661004,14.6526299,2.4353511,12.5591135,0.0173418,1.7384639,37.666893,24.0101795,0.760698,422.992981,0.8303652,0.9626071,11.713995,18.9557991,769.4286499,15.649045,77.6895447,0.0180623,0.4111777,7.8106852,0.2258929,1.9176112,196.6199646,0.1,11.7685709,0.2938289,0.5239778,2.4332037,50.6147423,2.8229687,24.3794937,52.7841148,1,5.0068655,6.4155049,613.7175903,1.9023409,0.2421818,3.5057337,0.2157887,80.6253128,9.6560678,43.3063812,5.274128,17.050993,2.890208,13.4070253,0.0192615,0.0542971,2.0363784,39.2970238,20.0031872,0.7016208,529.5343018,0.9005802,1.0583463,16.3183498,18.9585209,791.4006348,20.7385883,92.2160034,0.0200148,0.5536692,9.1242409,0.2055541,2.3440979,172.7981567,0.1,13.6946726,0.3237143,0.5196998,2.5061293,53.6346779,1.7851061,26.1183014,58.5080986,13.3043232,0,0,0.1242124,0,0.8036635,0.53773,0,0.1260763,36.0476761,0,7.421515,1.3578416,14.2411127,22.026022,8.4051561,16.6199093,0,0,1.7001464,0.1059352,0,24,245.3900909,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1
"721",721,"As","Dissolved",12,50242,2961,700,16.0522346,0,0.0132544,4.7008786,2.9684081,0.1794437,105.4701233,10.2103434,38.9435959,5.9575295,15.8647137,0.5606914,0.8078322,0,3.2015495,17.9850159,0,0,0.0886934,0,0.0402152,1.3295101,0.2178291,2.3096945,50.2932129,21.1411076,0.7206526,561.3015137,0.8182316,1.3845446,19.4064445,18.2177467,0,23.3979034,0.0130824,0.1118228,753.7675171,39.1844559,107.3251877,0.5084323,11.5119543,0,0.204521,2.8069766,182.1028748,0.0152049,0,0.1,17.0289879,0.3527236,0.6641149,8.1003046,0.3575386,4.5349379,8.7938366,32.9657211,12.3244066,21.5548267,0,2.7851255,53.9336433,1.9337817,33.7651138,58.7075768,4.878624,0.1395264,91.3329697,8.7517586,34.3852577,5.0330219,1.3758076,14.6583691,2.8167834,14.3574333,0.0349851,1.9953774,45.0677185,23.6419106,0.7713102,513.586792,0.764966,1.4462227,13.5971394,18.0327702,755.8358154,18.7084389,89.3309708,0.0172656,0.3772228,9.6608095,0.2183027,2.4920614,203.4531403,0.1,14.8932705,0.3550341,0.5631055,2.5065081,53.3756523,2.9382994,27.4390945,55.6873055,1,5.7508969,5.7388802,707.9801636,2.3975039,0.246252,2.3969829,0.1686147,94.9768524,9.2748165,40.8850784,5.5925083,14.2347107,3.228971,15.5467491,0.0307691,0.0652488,2.3738918,44.8030014,19.744976,0.6756608,576.6975708,0.8500488,1.4601055,18.9170723,17.7973557,775.5397949,23.0362492,99.8010712,0.0158009,0.4578793,11.0099335,0.2,3.0518482,185.8274689,0.1,15.8216372,0.3497306,0.6005337,2.7076173,54.8978119,2.0116999,30.8005753,60.4211884,8.4918175,0,0,0.1154779,0,1.080632,0.4335763,0,0.1238765,36.3936005,0,7.6831837,0.8684593,8.4034252,32.7103043,11.3369913,13.1896629,0,0,1.008816,0.0245689,0,20,190.0890961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0
"722",722,"As","Dissolved",2.5,8324,2958,540,16.0522346,0,0.0132544,4.7008786,2.9684081,0.1794437,105.4701233,10.2103434,38.9435959,5.9575295,15.8647137,0.5606914,0.8078322,0,3.2015495,17.9850159,0,0,0.0886934,0,0.0402152,1.3295101,0.2178291,2.3096945,50.2932129,21.1411076,0.7206526,561.3015137,0.8182316,1.3845446,19.4064445,18.2177467,0,23.3979034,0.0130824,0.1118228,753.7675171,39.1844559,107.3251877,0.5084323,11.5119543,0,0.204521,2.8069766,182.1028748,0.0152049,0,0.1,17.0289879,0.3527236,0.6641149,8.1003046,0.3575386,4.5349379,8.7938366,32.9657211,12.3244066,21.5548267,0,2.7851255,53.9336433,1.9337817,33.7651138,58.7075768,4.878624,0.1395264,91.3329697,8.7517586,34.3852577,5.0330219,1.3758076,14.6583691,2.8167834,14.3574333,0.0349851,1.9953774,45.0677185,23.6419106,0.7713102,513.586792,0.764966,1.4462227,13.5971394,18.0327702,755.8358154,18.7084389,89.3309708,0.0172656,0.3772228,9.6608095,0.2183027,2.4920614,203.4531403,0.1,14.8932705,0.3550341,0.5631055,2.5065081,53.3756523,2.9382994,27.4390945,55.6873055,1,5.7508969,5.7388802,707.9801636,2.3975039,0.246252,2.3969829,0.1686147,94.9768524,9.2748165,40.8850784,5.5925083,14.2347107,3.228971,15.5467491,0.0307691,0.0652488,2.3738918,44.8030014,19.744976,0.6756608,576.6975708,0.8500488,1.4601055,18.9170723,17.7973557,775.5397949,23.0362492,99.8010712,0.0158009,0.4578793,11.0099335,0.2,3.0518482,185.8274689,0.1,15.8216372,0.3497306,0.6005337,2.7076173,54.8978119,2.0116999,30.8005753,60.4211884,8.4918175,0,0,0.1154779,0,1.080632,0.4335763,0,0.1238765,36.3936005,0,7.6831837,0.8684593,8.4034252,32.7103043,11.3369913,13.1896629,0,0,1.008816,0.0245689,0,20,190.0890961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"725",725,"As","Dissolved",5,50258,4343,104,18.5982628,0,0.0137325,6.5650392,4.007462,0.2122236,85.7164841,10.0674925,39.9632416,5.6680136,17.7583218,0.8556281,1.5778482,0.3693134,2.8635018,15.1260462,0,0,0.1160798,0,0.0193431,1.0868381,0.2970961,1.9862443,42.7539177,20.8854237,0.7472133,519.9170532,0.9230424,1.0252802,17.1191425,18.3348503,0,20.7388897,0.0133364,0.1330197,786.1879272,40.5456848,93.1254425,0.5902489,9.2619839,0,0.2171474,2.3190343,172.891098,0.0192135,0,0.1,14.2144651,0.3161188,0.5750465,7.8669963,0.3669768,6.96033,8.4279423,23.7204571,9.5883799,14.3427696,0,2.5807109,51.995163,1.7641449,27.930809,56.625309,7.2230644,0.140027,73.2301178,8.5688868,33.6589279,5,2.7681255,14.6992979,2.4337466,12.5373039,0.0173446,1.7317958,37.6123695,24.096056,0.7605019,424.5733948,0.8310942,0.9511368,11.6718092,18.984623,774.4404907,15.5953808,77.5391159,0.0180718,0.4116124,7.8211164,0.2259816,1.901791,196.0820007,0.1,11.7448664,0.2933918,0.5237194,2.4332771,50.7004051,2.8203056,24.3367844,52.817215,1,4.9959435,6.4488115,611.4748535,1.8937029,0.2419104,3.502207,0.2169518,80.4291992,9.6982174,43.2418594,5.2720661,17.0983047,2.882375,13.3949976,0.0192893,0.0541583,2.030787,39.2226906,20.0605087,0.7014468,531.8046265,0.9018497,1.0500053,16.2453594,18.9344025,791.5552979,20.7267246,91.6719742,0.0200899,0.5556936,9.1399508,0.2056467,2.3251805,172.2999115,0.1,13.6098042,0.3230601,0.5190746,2.5035801,53.5712547,1.7712153,26.0439568,58.5190811,13.286829,0,0,0.1250045,0,0.7976282,0.5580826,0,0.1255571,36.151207,0,7.4269009,1.3630887,14.2232895,21.750412,8.3198547,16.7245579,0,0,1.6979016,0.1101267,0,24,245.3900909,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1
"726",726,"As","Dissolved",5.1,8327,3132,900,16.7844257,0,0.0133511,5.5292044,3.3859527,0.1905347,101.6522827,10.2493944,38.5418015,5.6920199,16.6059399,0.7065563,1.035259,0.2758445,3.1213601,17.293911,0,0,0.092586,0,0.0192024,1.2760459,0.2613395,2.2015021,48.8570595,20.6566296,0.7439952,555.2078857,0.9142685,1.2948632,18.7659054,17.7193413,0,22.6555729,0.0131418,0.1167537,780.600769,39.4538765,102.1375198,0.5349628,10.9582644,0,0.2135881,2.7178707,180.3043213,0.0168265,0,0.1,16.2660923,0.3477607,0.638675,7.7166576,0.3714575,5.697494,8.3250046,30.7523174,11.5454502,20.0875645,0,2.7597296,53.6732483,1.8998834,32.7466698,57.7105217,5.425447,0.1395491,85.8185196,8.5650511,33.6332092,5,1.6806527,14.5933485,2.7083645,13.7275648,0.0172828,1.9171233,42.3481827,23.5285912,0.7643148,496.2618103,0.8329828,1.3353795,13.0105371,17.8916836,753.7349854,17.820467,85.3817062,0.0179012,0.4023503,9.1288986,0.2244034,2.35694,200.7218475,0.1,13.604578,0.3425419,0.5297447,2.4402447,52.2471199,2.9701538,26.6494751,53.6004524,1,5.5493345,6.0919743,682.2161865,2.271991,0.2429966,2.7427838,0.1802449,91.1821976,9.4706926,41.2694473,5.256465,15.2433815,3.1611917,14.9934759,0.0189781,0.0628467,2.2587636,43.1425247,19.5614433,0.6928627,573.668335,0.8988663,1.3616867,18.144516,17.8418713,796.236145,21.0783463,97.4242935,0.0174229,0.4859609,10.5729351,0.2045627,2.8895512,182.8785553,0.1,15.0030661,0.3480889,0.5727752,2.6605997,55.0320625,1.9361774,29.8837376,59.6932487,9.6502514,0,0,0.1160099,0,1.0114638,0.5046725,0,0.1258074,36.5454597,0,7.427319,0.9853437,9.7803164,30.1821365,10.613348,14.0095921,0,0,1.1719214,0.0623533,0,20,204.3654938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0
"727",727,"As","Dissolved",0,266996,6515,667,18.731535,0,0.0527038,1.1668191,1.1583281,0.1725255,58.1041679,7.6934013,24.2144794,5.3335261,18.4734383,0.1630518,0.9732693,0.1861475,2.0427163,12.5450315,0,0,0.2288079,0,0.0205406,0,2.5556078,1.7615894,28.8171825,21.4792595,0.5445532,374.8502197,0.6332849,0.6833963,9.9963808,11.6722956,0,16.9700603,0,0,350.0223083,47.832077,82.0464783,0.8601902,6.7879529,0,0.2333259,1.5062319,117.9510574,0.02117,0,0.1,8.8032513,0.2765328,0.4449783,7.7891502,1.9840262,1.3977726,13.1909332,15.6686668,7.1474271,8.1194782,0,2.1723158,51.774147,0.889801,18.0226326,48.8827782,1.3774283,0.1576745,57.3610878,9.1022692,24.5142365,7.261292,0.7430183,14.8279276,2.2654297,14.8418875,0.0286177,1.5803165,29.7959213,26.0823498,0.6024701,297.0758362,0.6517226,0.6405464,10.9190149,13.2926254,281.0206909,16.2915401,83.2713394,0.0272305,0.9874237,6.7865033,0.253534,1.4804697,114.4184799,0.1263459,9.8796606,0.25866,0.4810197,2.504885,53.1473045,1.1653192,20.9865074,50.3205032,1,5.4857554,4.7541146,622.104248,1.6225214,0.1525724,0.8578003,0.171929,55.4658432,7.6221924,26.8141422,5.5416746,17.6762409,2.0274148,13.3729429,0.025436,0.0325518,1.6937214,28.3493195,20.8168488,0.4812972,352.104187,0.5501205,0.7051275,10.1065779,11.1037149,349.1595459,17.9382191,80.4680405,0.0180273,0.8943731,7.1998687,0.2,1.4161199,115.5838928,0.1,9.4168129,0.2760395,0.4752401,2.2730052,51.4469948,0.842774,17.6097679,54.1122131,1.742201,0,0,0.1849514,0,0,2.2209935,0,0,49.7656975,0,6.2623963,5.5703402,1.8177631,11.7958937,5.1696525,23.6105766,0,0,0.2204342,0.037925,0,33,293.4734802,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"729",729,"As","Dissolved",1,267401,7488,3102,16.3375835,0,0,1.532182,1.3164387,0.1664099,50.9349174,6.174407,19.3678188,5.331645,12.4173174,0.2913149,1.3226604,1.0015275,1.7420712,9.5586452,0,0,0.1390155,0,0.0191624,0,2.5391285,1.7455814,26.3487091,20.6677608,0.5743035,291.4703979,0.6487165,0.5737285,8.7466335,10.8143587,0,15.8274527,0,0.0112434,371.8286133,57.3381157,77.4722443,0.8297094,5.9880538,0,0.227985,1.2877246,117.2266464,0.021362,0,0.1,7.9486017,0.2323186,0.4189889,7.2922473,1.5520191,2.4994552,10.8556414,13.7490416,7.1908545,7.2119737,0,2.0471926,44.8876686,0.6865045,15.6896114,47.5472527,1.4091635,0.1504279,51.3245087,7.6925731,24.7328663,7.2713575,0.698742,11.3267756,2.0963638,12.7595673,0.0250928,1.6107286,27.2779846,24.9489021,0.6096507,248.2642975,0.7372493,0.4703618,9.984271,13.1267414,284.2382507,15.2402563,75.871254,0.0265784,0.9753571,6.5103574,0.2999915,1.4204041,122.9683914,0.1275634,8.9387779,0.2530155,0.475302,2.2761023,50.9590607,1.1463101,17.8211269,43.1304321,1,3.9635274,4.4081092,455.4464722,1.1293046,0.1515535,0.772768,0.1175944,47.0025368,5.930913,19.538702,5.5290027,9.9161549,1.532003,8.9046059,0.016451,0.0294534,1.6133304,24.4581356,19.2413292,0.4396496,255.0276184,0.5573505,0.5422572,8.7753744,9.2698526,349.8514404,16.1554832,69.5769882,0.0193549,0.8547759,5.4050126,0.2,1.1655558,95.2133331,0.1,7.8503189,0.2165268,0.4356264,2.106462,41.0506096,0.7417066,14.4454632,40.2646065,1.537066,0,0,0.1389221,0,0,3.4852335,0,0,52.8607635,0,6.4972296,3.9230855,1.9516246,9.3784103,5.6164036,21.6028004,0,0,0.2463745,0.7378865,0,40,309.0397034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"731",731,"As","Dissolved",0,267407,7066,700,15.4835653,0,0,1.3008054,1.3865095,0.1714028,47.4491997,5.8479424,17.7422791,5.2654772,9.8190107,0.3038025,1.1735862,1.2328235,1.7047944,8.734375,0,0,0.0693753,0,0.0202554,0,2.7727511,1.7493906,25.1971569,21.7136288,0.6262372,242.5321503,0.6133718,0.5177359,8.0499105,10.6286097,0,15.6453772,0,0.0107922,394.5042114,61.5123329,77.3176498,0.838612,5.7993593,0,0.2288123,1.0987827,108.8749695,0.0233697,0,0.1,7.4376602,0.2199224,0.4130684,7.1118503,1.1773152,2.5335152,10.4934368,13.685379,7.5345826,6.6967793,0,2.0497348,44.6503143,0.608623,14.3622141,49.0784264,1.5220767,0.1562083,50.3880348,7.3696752,25.2229671,7.5999665,0.8300192,10.8529444,2.0780525,12.4741621,0.0264063,1.6698911,26.8311672,27.1985111,0.6830509,237.7953644,0.8645741,0.4555627,9.8525906,13.059721,326.5023499,15.4524889,76.279335,0.0418027,1.0145426,6.7161422,0.3036436,1.3957651,125.3229904,0.1276286,8.6145287,0.2553977,0.493315,2.2932627,52.9446449,1.2162883,17.2972832,43.7943001,1,3.6927476,4.7523155,443.7921448,1.0560772,0.148707,0.8126808,0.1121311,44.8825302,5.7116117,17.690218,5.4628773,7.9080162,1.4929758,8.13237,0.0150527,0.0290303,1.6304393,23.3230515,19.9595776,0.4779477,215.2687683,0.5612576,0.4939466,8.249321,9.1924009,372.0885315,15.8389311,68.3744431,0.0213485,0.8483828,5.2736917,0.2043884,1.1007609,90.0823288,0.1,7.2182999,0.2059499,0.4299962,2.0537884,40.5642128,0.6930682,13.7713394,38.5427818,1.4812976,0,0,0.095667,0,0,3.1292179,0,0,51.9378891,0,7.0604515,3.5322526,2.4667833,9.9124384,5.7505589,22.4692879,0,0,0.3140171,1.0013307,0,41,268.4456787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"737",737,"As","Dissolved",0,50302,4930,904,18.4757595,0.0925004,0.0461484,3.0083649,2.4302924,0.2289237,57.4106865,12.6688375,41.9007339,5.2575464,20.3153648,0.4944454,1.08313,0.936358,2.64064,11.4594421,0,0,0.2004753,0,0.0160839,0,1.5295709,1.5083194,28.9730282,18.697422,0.8932363,563.1307373,0.7851702,0.9949328,14.9195862,25.2257004,0,17.0548801,0,1.6513327,719.1469727,46.2502327,61.6930847,0.9957968,8.5407276,0,0.2909121,1.4487355,214.5369568,0.019161,0,0.1,7.5403438,0.341728,0.3803346,6.8389573,0.4497977,3.9748445,8.785409,27.7415066,5.8688869,25.6447887,0.0425259,1.9526047,52.4880371,0.8884767,18.3091736,50.33955,4.2800722,0.1466576,49.6834755,10.7698555,36.210125,5.4607697,1.5661571,17.0300388,2.3527863,10.8052168,0.0173213,1.5026008,24.5342064,21.1111221,0.9968328,520.6924438,0.6069549,1.1813462,13.5296574,25.5369282,667.954895,14.6114798,58.7224922,0.0206668,0.6064505,6.9088135,0.2791496,1.4705058,223.0350494,0.1,6.7036986,0.3074577,0.4013818,1.7151288,49.5320168,0.8633624,15.0611992,43.7667465,1,4.8867078,5.7824488,571.8873291,1.6412764,0.1405836,2.4023612,0.2144273,50.3368912,12.6764908,40.8788414,5.065403,17.7429237,2.6497297,10.2138901,0.0141351,0.0391753,1.3702929,25.5881481,17.436758,0.9141219,590.1588135,0.666279,1.1557088,14.674757,25.2333469,677.0824585,15.3917103,52.2396889,0.019673,0.8971815,7.6178246,0.2714328,1.4030943,224.0505371,0.1,6.5221548,0.3545158,0.3271289,1.7369715,51.4206924,0.8474962,15.8777485,52.8021622,7.1996589,0,0,0.2382749,0,0,2.6650937,0,0.6501182,45.0457191,0,6.2923503,1.0652432,8.7350092,22.4008293,5.0170407,18.0960598,0,0,1.0696899,1.558297,0,33,224.2381897,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
