"","OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_Calcite_7_16","AM_A_Ca_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_Kaolinit_7_16","AM_A_K_7_17","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_P_7_17","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Serpent_7_16","AM_A_Se_7_18","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_S_7_17","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","LM_C_Zn_7_18","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Dolomite_7_19","LM_C_Gibbsite_7_19","bfi48grd","PRISM_30yrNorm","Best_Guess__ac_","GENERALIZE_Igneous_volcanic","GENERALIZE_Sedimentary_clastic","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Igneous_and_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Residual_materials_developed_in_fine.grained_sedimentary_rocks","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Playa_sediments","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin","US_L3NAME_Arizona.New_Mexico_Mountains","US_L3NAME_Arizona.New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","As3Cat","trainCat3"
"1359",1359,"As","Dissolved",1.3,259421,5120,103,13.3007183,0,0.0310264,3.0526073,2.6680214,0.1656947,32.2785225,4.8360281,29.1165276,5.3861628,10.0555115,0.936443,1.943278,4.4113936,1.1419786,6.8909431,0,0,0.0677791,0,0.016238,0,1.9793655,1.4080499,18.8960133,21.0312634,1.0324472,320.7165527,0.5974339,0.2260396,5.1357493,12.2891665,0,11.6377735,0,0,1277.796875,66.1600952,57.2970047,0.4059326,3.9757674,0,0.2494046,0.8554168,143.0163116,0.025428,0,0.1,4.8488336,0.1178617,0.3175618,5.0518336,0.3630315,7.3801174,7.6377878,8.2847528,4.7384129,3.6489632,0,1.5743011,29.0314598,0.5801225,14.0125675,33.0186005,4.3880782,0.1389262,29.3609161,4.8978934,27.9113235,5,1.9894743,11.5165663,1.0906664,6.0247221,0.0178815,1.1897449,18.0417824,19.2051563,1.133921,231.6749573,0.5678314,0.1278659,3.9267368,13.0166025,1027.9620361,9.8582888,47.979599,0.0999444,0.3665929,3.5873797,0.2448956,0.7642207,166.1327515,0.1,4.5736098,0.1079047,0.3282223,1.7808048,31.6392612,1.5058469,13.440115,30.960535,1,2.6288941,4.0987072,350.6442566,0.7410182,0.1400724,2.3697124,0.1707632,28.3094292,3.9769988,26.3194809,5.1371531,9.135951,1.049713,6.0159554,0.0136831,0.0230261,1.37476,16.8094692,17.1560631,0.8947132,279.151123,0.51116,0.2338585,3.9306715,11.5542603,1165.9605713,13.0119162,50.8977852,0.0259886,0.3392754,3.3586669,0.2459226,0.755967,135.0860443,0.1,4.587935,0.1091819,0.3155952,1.3423717,25.6527443,0.5562127,12.0933046,33.229866,8.0251951,0,0.2726856,0.1414918,0,0.0316412,1.7978837,0,0.0927461,66.8222733,0,5.4066515,0.5293961,11.6203117,4.6659322,3.3391893,11.0871286,0,0.1033719,1.4423478,4.6090798,0,77,375.9949036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"1360",1360,"As","Dissolved",10,246371,6150,187,22.2389832,0,0.0388653,2.2698412,1.7432207,0.2996489,61.458725,9.5579462,25.7137489,8.0395384,18.955822,0.3032012,3.3273776,0.2111098,2.1607757,12.996315,0,0,0.0874078,0,0.0261409,0,1.4432973,1.8965913,30.0455322,25.4687195,0.5854446,652.447937,0.9518504,0.9900401,11.031332,14.0997763,0,20.7051506,0,0,627.722229,42.4696083,92.6680527,0.454671,7.2811623,0,0.2500279,1.5145358,160.8459625,0.0315417,0,0.1,8.8936567,0.2873621,0.5056955,9.877099,0.4134906,2.5168221,11.7015133,21.1219864,9.1500244,11.9872675,0,2.5281534,57.164463,0.9834003,17.1613274,68.2504349,2.2072306,0.1798762,65.2524414,10.1179457,26.7727947,7.4259782,1.4518591,17.6538944,2.6664295,16.7238483,0.0204403,1.910625,32.5855255,28.6166172,0.7278853,529.4107056,1.1550142,0.8797469,14.173604,14.8018541,450.5240784,17.5598068,87.1256638,0.0260574,0.6321205,8.4789505,0.3112453,1.4734124,214.5207825,0.1,10.1010666,0.314423,0.5646313,2.826241,69.6859131,1.1011697,18.5695686,63.1211548,1,5.3968701,4.8163176,669.6427002,1.4767101,0.2277723,1.557861,0.2889309,60.3078766,9.3887863,26.6546021,6.8492756,17.946558,2.0810525,13.5888023,0.0286594,0.0387879,1.8829426,30.3140068,24.6712399,0.5608434,617.3905029,1.0524704,0.9968827,10.9397268,13.1510458,615.1112061,22.4827766,86.5230331,0.0318417,0.5253839,6.9116602,0.2693727,1.4137971,158.6230621,0.1,8.8125515,0.2705448,0.4979588,2.4945927,52.100544,0.9174623,16.114378,65.7147446,3.0387311,0,0,0.0562734,0,0.1074362,3.1671367,0,0,36.6449738,0,7.9164472,5.1800656,3.6600707,19.6691608,7.9647241,19.0827084,0,0,0.4406942,0.6542386,0,65,349.088501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0
"1361",1361,"As","Dissolved",2,246372,6360,108,24.5590839,0,0.0392248,2.187577,1.7959113,0.2799436,61.8056679,9.8849506,27.0785217,8.0848751,18.4943066,0.2941192,3.786659,0.2139923,2.2594972,13.3737583,0.0131053,0,0.1658334,0,0.0277952,0,1.4418845,1.8947006,30.2004852,26.4503326,0.6161848,701.7142944,0.9680694,0.9802465,11.4455042,14.8496437,0,21.1038895,0,0,659.4579468,40.4913902,94.2479706,0.4548335,7.4522886,0,0.2694552,1.5778714,178.0711365,0.0329678,0,0.1,8.8774948,0.2956918,0.5057131,10.1489649,0.4131872,2.4414246,11.9001875,20.8245487,9.0668688,11.6755457,0,2.5683236,61.6114464,1.0584602,17.4836712,70.6506958,2.2521517,0.1731134,66.6366501,10.6136122,28.4547062,7.6266971,1.3878014,20.0084076,2.9456859,17.9304028,0.0213063,1.8761683,33.2739525,30.1480522,0.7939361,571.6668091,1.1995568,0.8371981,14.4294128,15.7737865,483.9664612,18.2641582,86.1911926,0.0278419,0.6473119,9.2106133,0.3250951,1.5786595,238.8764954,0.1,10.3146811,0.3397929,0.5779541,2.9564302,78.280899,1.1871321,19.0382881,67.6500473,1,5.5270925,4.8737803,679.3411255,1.4947516,0.234946,1.5938877,0.2748781,60.6917839,9.5294008,27.8449554,6.9306588,18.401762,2.1977019,13.7413559,0.0305708,0.0398366,1.8775934,30.5813847,25.6676769,0.5892134,662.0180664,1.1001194,0.9972712,11.4952574,13.9349947,652.9054565,22.7585182,87.5450439,0.0336081,0.5167918,7.1302323,0.3013464,1.395808,177.9086761,0.1,8.7204447,0.2827802,0.496422,2.537024,56.302803,0.9727514,16.5054493,66.2278519,2.9044459,0,0,0.052021,0,0.1061379,3.1963315,0,0,32.1467743,0,8.2128201,6.0298152,3.5541196,19.4932766,7.3434954,21.745573,0,0,0.4318116,0.6685364,0,65,392.2139893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"1362",1362,"As","Dissolved",1,246373,6415,10,24.5792637,0,0.0393121,2.1986163,1.798545,0.2789362,62.2491798,10.1143036,27.453783,8.0962868,18.6314507,0.2955231,3.8736227,0.2148926,2.266001,13.4105663,0.0131568,0,0.1666474,0,0.0281561,0,1.4381816,1.8943347,30.3043308,26.6644344,0.6158797,717.5946655,0.9755492,0.9464882,11.5105276,15.1083822,0,21.088747,0,0,678.7498169,39.9532547,94.3930511,0.4732834,7.4453154,0,0.2789941,1.5790575,182.1829376,0.0335484,0,0.1,8.9066515,0.3000954,0.5094561,10.2687407,0.4119727,2.4542787,11.9918575,20.165638,8.8932858,11.21311,0,2.5861435,63.3888969,1.0582894,17.4868221,70.6470261,2.2664521,0.1718402,66.4793472,10.7633944,28.6244583,7.6338115,1.3855774,20.1200981,2.9890814,18.1282024,0.0214041,1.8573562,33.1727638,30.2344646,0.7959138,571.5706787,1.2083195,0.820773,14.460063,16.0617561,491.7928467,18.2721615,85.6922379,0.0277625,0.6473392,9.2995682,0.3320558,1.5832046,242.7952423,0.1,10.3715181,0.344846,0.5785074,2.9720516,80.1100311,1.1871105,18.8968582,67.6358337,1,5.5293813,4.937696,672.9898682,1.4890196,0.2380502,1.5953571,0.2727661,60.8736458,9.7067003,28.097887,6.9462819,18.835928,2.2123566,13.7837696,0.0311665,0.0399425,1.8723189,30.6673412,25.8974419,0.5893537,675.1087646,1.1195983,0.9680949,11.6005945,14.2253141,669.630127,22.7151566,87.7426147,0.0344888,0.5276163,7.1144805,0.3161882,1.4042547,182.1459961,0.1,8.7345333,0.2865532,0.497898,2.5439219,57.7325058,0.9771213,16.5516491,66.8396225,2.9257703,0,0,0.0484805,0,0.104312,3.2416258,0,0,30.9527092,0,8.366683,6.0166931,3.5850909,19.512022,7.0888271,21.7443562,0,0,0.4360241,0.6703606,0,65,407.430603,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1363",1363,"As","Dissolved",1,246936,6055,201,21.9108315,0,0,0.7184996,0.9869167,0.4897673,59.9319534,8.9316339,22.4858112,5.5252552,18.2133427,0.0830885,2.7113345,0,2.0852435,12.491951,0,0,0.0841067,0,0.0244365,0,1.8674681,1.8766522,29.8616295,24.8140087,0.5108768,549.0181274,1.3947622,0.8922763,10.4062262,12.3505182,0,54.0383186,0,0,581.2794189,46.6207047,86.142952,0.4983655,6.8121071,0,0.2432229,1.4770418,146.3010864,0.0341944,0,0.1266106,8.9871368,0.2637717,0.5443611,8.4049482,0.677433,0.7234738,11.0868902,19.1586151,8.3942308,10.7990351,0,2.3826549,51.0945244,1.5273647,16.6724815,85.2707977,1.2874029,0.3085915,61.6575508,9.2507238,24.7074947,5.7754183,1.5024506,18.7066154,2.4209397,15.0443325,0.018253,1.8594373,31.0116959,28.2514801,0.5976414,539.2554321,1.175633,0.8944255,11.753624,13.3304844,434.2982788,25.3575745,86.7707901,0.0415322,0.7339151,7.413106,0.2711898,1.3769042,173.796875,0.1032463,9.3244171,0.2815677,0.5671369,2.4859774,61.46035,1.2219626,17.6668167,74.291687,0.9179289,4.7638588,6.0788083,588.6133423,1.4435905,0.2197699,0.7010236,0.3935945,61.1514664,8.7044525,21.4742165,5.6230774,15.299057,1.8941721,12.9863033,0.0239905,0.0450898,1.7757454,30.6054382,23.0704403,0.4732035,547.3804932,1.3354223,0.8370521,10.0470085,10.935751,535.677124,42.531559,86.8460388,0.0298969,0.5402115,6.4348583,0.2428099,1.3317729,135.9134674,0.1262964,8.8639355,0.2471598,0.5527291,2.3508639,44.2928734,1.3385354,16.1708107,57.0183678,1.3333758,0,0,0.0637875,0,0.106038,3.2623463,0,0,45.2301865,0,7.8158531,3.758323,1.3441361,18.271553,7.8434367,20.3260326,0,0,0.1546684,0,0,62,335.2591858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1364",1364,"As","Dissolved",2,246378,6440,26,24.5925293,0,0.0393114,2.2026629,1.7995975,0.2794907,62.5828247,10.2660275,27.6495342,8.1040258,18.7761192,0.2960407,3.9296553,0.2152492,2.2713149,13.4303637,0.0131821,0,0.1671501,0,0.0283721,0,1.4361945,1.8927896,30.3999157,26.7679157,0.6157657,730.0409546,0.9812425,0.9271687,11.5513601,15.2173719,0,21.1029587,0,0,690.3814697,39.6500702,94.4725494,0.4865666,7.4433951,0,0.2832077,1.5808311,184.3159637,0.0339604,0,0.1,8.9323368,0.3028519,0.5120667,10.329711,0.4113334,2.4590156,12.0392389,19.8172092,8.7899256,10.9825058,0,2.5949492,64.2129364,1.0583749,17.4835453,70.7244034,2.2702215,0.1714168,66.466217,10.8694019,28.6956863,7.639101,1.3839586,20.1868401,3.0162838,18.2426834,0.0214511,1.8463744,33.1442642,30.2819328,0.7968754,572.2850342,1.2127724,0.8172587,14.4829273,16.1947536,496.0415649,18.2781029,85.408699,0.027723,0.6473492,9.3452387,0.3350076,1.5854803,245.1574707,0.1,10.4021749,0.3478983,0.5788193,2.977968,81.0856934,1.1871204,18.8114166,67.6518326,1,5.5280266,4.9671483,669.1522217,1.4862779,0.2404734,1.5959532,0.2735674,61.055912,9.8405552,28.2151833,6.9565597,19.1311836,2.2215292,13.8266506,0.031536,0.0400334,1.8680921,30.7418938,26.0085487,0.5894896,685.1132202,1.1311758,0.9513118,11.6553717,14.3531256,679.4680786,22.7603416,87.855896,0.0350643,0.5363904,7.1057339,0.3232549,1.4113849,184.2764893,0.1,8.7577343,0.2889044,0.4989232,2.5495245,58.3844719,0.9802693,16.5789967,67.3082809,2.9288111,0,0,0.0469164,0,0.1036161,3.2661781,0,0,30.35219,0,8.4483814,6.0109816,3.5906384,19.6533146,6.9813957,21.742033,0,0,0.436832,0.6708862,0,65,467.6369019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"1366",1366,"As","Dissolved",1,246381,6450,35,24.5958309,0,0.0392754,2.2014575,1.7993933,0.280309,62.6319923,10.2948618,27.6579418,8.1072006,18.814146,0.2958929,3.9438477,0.2151767,2.2724345,13.4294357,0.0131817,0,0.167265,0,0.0284286,0,1.4358258,1.8910893,30.413229,26.7630653,0.6157451,735.4437256,0.981972,0.9260925,11.5563431,15.1949663,0,21.1207256,0,0,691.9573975,39.6214943,94.4820786,0.487874,7.4401712,0,0.2828658,1.5811621,184.421402,0.0340589,0,0.1,8.9352093,0.3032258,0.5123913,10.3289719,0.4112579,2.4576426,12.0314865,19.8235588,8.782959,10.9969025,0,2.5938423,64.1376038,1.0584792,17.4769745,70.7676697,2.2677093,0.1715277,66.5198059,10.8925438,28.6822109,7.6415133,1.3833665,20.2017632,3.0229783,18.2648487,0.0214539,1.8446993,33.1580849,30.2906513,0.7969561,573.0202637,1.2126398,0.8200059,14.4934931,16.1838531,495.9749756,18.2796383,85.3613129,0.0277173,0.6473421,9.3562441,0.3346116,1.5856789,245.5674896,0.1,10.4036512,0.3485079,0.5789085,2.9763694,81.1912079,1.1871331,18.797678,67.6733398,1,5.5257106,4.9619632,669.2053833,1.4857802,0.241403,1.5958563,0.2752088,61.1123619,9.8778772,28.2086506,6.9605417,19.1952953,2.2227812,13.8405685,0.0316539,0.0400596,1.8660982,30.7582302,26.0046406,0.589524,689.1056519,1.1319424,0.9503726,11.6571569,14.3356199,680.9506836,22.822958,87.8714066,0.0351976,0.5379808,7.1025443,0.3231837,1.4122589,184.3645935,0.1,8.7638292,0.2892689,0.499021,2.5505102,58.3148155,0.9809471,16.5818882,67.4122009,2.9227047,0,0,0.0468796,0,0.1037611,3.26951,0,0,30.2832909,0,8.4578371,6.0127373,3.5827272,19.78195,7.0045686,21.7402706,0,0,0.4358018,0.6705979,0,65,456.7357788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1367",1367,"As","Dissolved",1,246382,6105,36,23.2682171,0,0.0399288,1.6840527,1.504958,0.4897716,62.7509117,9.7890654,26.0911274,8.4080648,20.3760071,0.2270219,3.2961781,0.1664119,2.2852807,13.379981,0,0,0.0865396,0,0.0281334,0,1.8007743,1.9208508,30.8590965,27.2580833,0.6128791,742.0964355,1.349552,0.9902155,11.4397707,14.1561785,0,64.5274734,0,0,651.7155762,41.4962082,97.9601822,0.4300913,7.5762081,0,0.2535376,1.5703908,162.3665161,0.0322678,0,0.1415974,9.1424322,0.2917727,0.5512362,9.9909191,0.6990055,1.8908213,12.3304415,21.3562107,9.1276522,12.1822186,0,2.579649,59.1459999,1.7200077,17.414299,104.2199326,1.9967316,0.2789516,67.6383362,10.3975611,27.271265,7.8351083,1.4250733,20.4933434,2.798378,17.1328392,0.0217422,1.9740984,33.7692986,30.6707497,0.7621692,632.3579712,1.2803705,0.9244921,14.3307152,14.8079567,495.1289062,33.044754,90.8809509,0.0256392,0.6912223,8.7998543,0.3060524,1.5164112,218.6467896,0.1059862,10.3955612,0.326558,0.6343674,2.9458985,72.9738846,1.3709947,19.0372734,93.7743301,0.9389549,5.5064263,5.3554773,669.5799561,1.500767,0.2740412,1.3276521,0.4324459,61.8778,9.5584698,26.7017918,7.2727022,19.2862053,2.2044983,13.9538784,0.0302517,0.0543249,1.9121488,31.0126114,26.2152996,0.5888937,740.1838989,1.4344585,1.0026325,11.446084,13.129076,651.6638184,54.282547,92.3872833,0.033409,0.543225,7.1849871,0.2730267,1.4419992,160.113205,0.1377656,9.0455427,0.279376,0.5596855,2.5734844,54.0918236,1.5025094,16.4356441,79.4932098,2.3671927,0,0,0.0591324,0,0.1055109,3.4136107,0,0,35.3165436,0,8.0627298,5.4887137,2.9607208,20.7004967,8.0553656,19.6435089,0,0,0.3571233,0.5867085,0,65,392.7984009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1368",1368,"As","Dissolved",0,246383,6110,60,23.2682171,0,0.0399288,1.6840527,1.504958,0.4897716,62.7509117,9.7890654,26.0911274,8.4080648,20.3760071,0.2270219,3.2961781,0.1664119,2.2852807,13.379981,0,0,0.0865396,0,0.0281334,0,1.8007743,1.9208508,30.8590965,27.2580833,0.6128791,742.0964355,1.349552,0.9902155,11.4397707,14.1561785,0,64.5274734,0,0,651.7155762,41.4962082,97.9601822,0.4300913,7.5762081,0,0.2535376,1.5703908,162.3665161,0.0322678,0,0.1415974,9.1424322,0.2917727,0.5512362,9.9909191,0.6990055,1.8908213,12.3304415,21.3562107,9.1276522,12.1822186,0,2.579649,59.1459999,1.7200077,17.414299,104.2199326,1.9967316,0.2789516,67.6383362,10.3975611,27.271265,7.8351083,1.4250733,20.4933434,2.798378,17.1328392,0.0217422,1.9740984,33.7692986,30.6707497,0.7621692,632.3579712,1.2803705,0.9244921,14.3307152,14.8079567,495.1289062,33.044754,90.8809509,0.0256392,0.6912223,8.7998543,0.3060524,1.5164112,218.6467896,0.1059862,10.3955612,0.326558,0.6343674,2.9458985,72.9738846,1.3709947,19.0372734,93.7743301,0.9389549,5.5064263,5.3554773,669.5799561,1.500767,0.2740412,1.3276521,0.4324459,61.8778,9.5584698,26.7017918,7.2727022,19.2862053,2.2044983,13.9538784,0.0302517,0.0543249,1.9121488,31.0126114,26.2152996,0.5888937,740.1838989,1.4344585,1.0026325,11.446084,13.129076,651.6638184,54.282547,92.3872833,0.033409,0.543225,7.1849871,0.2730267,1.4419992,160.113205,0.1377656,9.0455427,0.279376,0.5596855,2.5734844,54.0918236,1.5025094,16.4356441,79.4932098,2.3671927,0,0,0.0591324,0,0.1055109,3.4136107,0,0,35.3165436,0,8.0627298,5.4887137,2.9607208,20.7004967,8.0553656,19.6435089,0,0,0.3571233,0.5867085,0,65,392.7984009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1369",1369,"As","Dissolved",2,259423,5211,114,13.0752258,0,0.0312976,2.9182239,2.5184457,0.1617018,31.0218449,4.6825719,28.8221798,5.3849225,9.7713413,0.9034687,1.8797882,4.3337984,1.107567,6.7334619,0,0,0.065369,0,0.0161298,0,1.9953761,1.4039893,17.9962482,20.9591522,1.0256888,308.6076355,0.5927418,0.2212217,4.9981403,12.2187347,0,11.41642,0,0,1181.2047119,67.0512238,56.7128372,0.3922521,3.8331871,0,0.2484546,0.8314535,136.8548737,0.0251111,0,0.1,4.5992689,0.1128136,0.3129786,4.9925203,0.3619429,7.1090617,7.6160302,8.2509356,4.706172,3.6667459,0,1.5219517,28.480629,0.5635993,13.0250311,32.1930847,4.1437159,0.1389129,28.3750591,4.744679,27.3337269,5,1.8785638,11.3154106,1.0570153,5.9133348,0.0178574,1.1797006,17.3653831,18.7687111,1.0931481,217.3603058,0.5660909,0.117761,3.8444996,12.8844223,966.5870972,9.8123665,47.399971,0.0989227,0.361846,3.4313693,0.2442731,0.7466556,154.8642578,0.1,4.4063292,0.1014471,0.3289979,1.7712525,30.927515,1.4300239,12.8960905,30.2960701,1,2.5594347,4.0597563,359.7420654,0.7144644,0.1322486,2.2146285,0.1723595,26.9279633,3.8200915,25.7941532,5.136724,8.829771,0.9985898,5.8405395,0.0138769,0.0226966,1.3413862,15.9369698,16.7486401,0.8900778,263.1422119,0.52,0.225342,3.6714759,11.4601698,1109.2550049,12.6509304,49.5959969,0.0259475,0.3388938,3.196599,0.2569324,0.734752,129.6013336,0.1,4.2871332,0.1031748,0.3110736,1.286291,25.3295269,0.5274202,11.1880627,32.3913116,7.8134685,0,0.2650438,0.1422251,0,0.0311528,1.7819902,0,0.0886865,68.2992325,0,5.4053884,0.529062,10.997036,4.5515904,3.3370245,10.519949,0,0.1114665,1.3656627,4.4012518,0,77,400.3115845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
